case_id,src_style,tgt_style,best_overall,best_style_specificity,best_structure,best_artifact_control,confidence_1_to_5,LBM-Knee_e13_style_specificity,LBM-Knee_e13_structure_preservation,LBM-Knee_e13_artifact_control,LBM-Knee_e13_note,Seedream_repaired750_style_specificity,Seedream_repaired750_structure_preservation,Seedream_repaired750_artifact_control,Seedream_repaired750_note,DualPathFresh_e09_style_specificity,DualPathFresh_e09_structure_preservation,DualPathFresh_e09_artifact_control,DualPathFresh_e09_note
Minimalism__william-scott_bowl-white-on-grey-1962__to__Ukiyo_e,Minimalism,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,LBM-Knee_e13,4,1,4,5,"Preserves source structure well with minimal artifacts, but completely fails to apply Ukiyo-e style — appears as a blank or near-blank render.",5,5,3,Strongest Ukiyo-e stylistic fidelity with clear wave/boat motifs and color palette; structure is well-preserved; minor artifacts in gradient transitions.,2,3,4,Some stylistic hints (soft washes) but weak Ukiyo-e specificity; structure is somewhat blurred; low artifact level but overall output is indistinct.
Impressionism__antoine-blanchard_place-de-la-madeleine-hiver__to__Minimalism,Impressionism,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Overly blurred and washed out; loses most structural detail and fails to convey minimalism effectively.,5,5,5,"Clean, crisp rendering with strong adherence to minimalism; preserves scene structure and avoids artifacts.",3,3,3,"Moderate success; some foggy haze reduces clarity and minimalism intent, but structure is partially retained."
Ukiyo_e__kitagawa-utamaro_the-hour-of-the-horse__to__Minimalism,Ukiyo_e,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Overly blurred and washed-out; minimalism not achieved, structure partially preserved but details lost.",5,5,5,"Excellent minimalism: clean lines, reduced color palette, strong structural fidelity, no artifacts.",2,3,2,"Similar to LBM — hazy, low contrast, minimalism absent, structure faintly visible but degraded."
Minimalism__ruth-vollmer_trimer-monomer-dimer-1965__to__Impressionism,Minimalism,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,4,3,Minimal style transfer; appears mostly desaturated with slight texture. Structure preserved but lacks Impressionist brushwork or color vibrancy.,5,5,5,"Strong Impressionist rendering: visible brushstrokes, warm earthy tones, and soft lighting match target reference. Object structure intact, no artifacts.",3,4,4,"Some stylistic influence (soft edges, muted palette) but lacks bold brushwork or color richness of Impressionism. Minor haloing around object edges."
Minimalism__fernando-lanhas_o39-68-1968__to__Ukiyo_e,Minimalism,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,LBM-Knee_e13,LBM-Knee_e13,4,2,5,5,"Perfect structure and no artifacts, but fails to apply any Ukiyo-e style.",5,4,3,"Excellent style transfer with clear Ukiyo-e elements. Structure is well-preserved, though some minor horizontal artifacts are visible.",3,4,2,"Shows some Ukiyo-e influence but is very faint. Structure is mostly preserved, but the image is blurry and has significant artifacts."
Early_Renaissance__paolo-uccello_scene-adoration-of-the-three-kings-1440__to__Ukiyo_e,Early_Renaissance,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Very faint Ukiyo-e influence; mostly ghostly figures with minimal stylistic rendering. Structure is partially preserved but blurred. High artifact presence due to low contrast and washed-out colors.,5,5,5,"Excellent Ukiyo_e style transfer: bold outlines, flat color planes, compositional framing, and traditional motifs. Source structure fully preserved. No visible artifacts.",2,3,2,"Similar to LBM — faint stylistic overlay, mostly translucent figures. Structure is recognizable but degraded. Artifacts from smudging and inconsistent texture application."
Ukiyo_e__ogata-gekko_print-from-series-women-s-customs-and-manners-1895-1__to__Ukiyo_e,Ukiyo_e,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,4,3,Very low style transfer; appears mostly unaltered source with slight haze. Structure preserved but lacks Ukiyo-e characteristics.,5,5,5,"Excellent Ukiyo-e style transfer with bold colors, flat shading, and decorative patterns. Structure perfectly preserved. No visible artifacts.",3,4,4,Moderate style transfer with some color shifts and softening. Structure mostly intact. Slight blurring and loss of fine detail compared to Seedream.
Impressionism__konstantin-korovin_arctic-ocean-1913__to__Impressionism,Impressionism,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,4,"Very washed-out, lacks color and brushwork; structure preserved but style is weak.",5,5,5,"Excellent impressionistic brushwork, vibrant colors, and clear structure with no artifacts.",3,3,3,Moderate style transfer with some blur and loss of detail; structure is partially preserved.
Rococo__carl-ludwig-johann-christineck_portrait-of-paul-of-russia-dressed-as-chevalier-of-the-order-of-st-andrew-1760__to__Rococo,Rococo,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Overly blurred and washed out; lacks Rococo ornamentation and color vibrancy. Structure is preserved but style is weak.,5,5,5,"Excellent Rococo styling with ornate frame, pastel palette, and decorative elements. Faithful to source structure with no visible artifacts.",3,4,3,"Moderate style transfer with some Rococo hints (soft tones), but lacks detail and ornamentation. Slight smudging reduces clarity."
Rococo__joshua-reynolds_colonel-george-k-h-coussmaker-grenadier-guards__to__Ukiyo_e,Rococo,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Very blurry and washed-out; minimal Ukiyo-e style transfer, heavy artifacts, poor structure.",5,5,5,"Excellent Ukiyo-e style with bold outlines, flat color blocks, and stylized background; structure well preserved; clean output.",3,4,3,Moderate Ukiyo-e influence with some line work and color stylization; structure mostly intact but slightly soft; minor artifacts in background.
Early_Renaissance__sandro-botticelli_trinity(1)__to__Impressionism,Early_Renaissance,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Very low style transfer; image appears faded and desaturated with minimal impressionistic brushwork. Structure is preserved but lacks vibrancy or stylistic intent.,5,5,5,"Excellent impressionistic rendering with visible brushstrokes, color blending, and atmospheric effects. Faithfully preserves source structure while fully adopting target style without artifacts.",3,4,3,"Moderate impressionistic effect with some softening and color shifts, but less coherent than Seedream. Some structural details are blurred or lost; minor artifacts in background."
Impressionism__edouard-manet_tarring-the-boat-1873__to__Early_Renaissance,Impressionism,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,3,2,Poor style transfer; retains source’s painterly texture but lacks Renaissance sketch quality. Structure is preserved but with heavy smudging and color bleeding. Artifacts include dark smears and loss of detail.,5,5,5,"Excellent match to Early Renaissance sketch style: clean lines, parchment-like background, minimal color. Structure is well-preserved with clear forms. No visible artifacts; clean output.",3,4,3,Moderate style transfer — some sketch-like qualities but overly soft and washed out. Structure is mostly intact but lacks crispness. Minor artifacts from blurring and uneven tonal transitions.
Minimalism__yves-klein_untitled-yellow-monochrome-1956__to__Impressionism,Minimalism,Impressionism,DualPathFresh_e09,DualPathFresh_e09,Seedream_repaired750,Seedream_repaired750,4,2,3,3,Faint impressionistic texture but very low color fidelity and structure loss; appears washed out.,3,5,5,Perfectly preserves source structure and color with no artifacts; minimal style transfer applied.,5,2,3,Strong impressionistic brushwork and color blending; structure is heavily distorted but stylistically compelling.
Ukiyo_e__kitagawa-utamaro_upon-my-oath__to__Ukiyo_e,Ukiyo_e,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Very faint style transfer; lacks color and texture fidelity of Ukiyo-e. Structure is preserved but overly washed out. High artifact presence due to low contrast and blur.,5,5,5,"Excellent Ukiyo-e style match with bold lines, flat color regions, and traditional composition. Structure perfectly preserved. Minimal artifacts; clean edges and consistent texture.",3,4,3,Moderate style transfer with some color and line work present but inconsistent. Structure mostly preserved but slightly distorted in facial features. Noticeable smudging and halo artifacts around edges.
Early_Renaissance__jacopo-bellini_view-of-a-fortification-of-jerusalem(1)__to__Early_Renaissance,Early_Renaissance,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,4,3,Preserves structure well but lacks color and stylistic depth; appears as a faded sketch with minimal Renaissance influence.,5,5,5,"Excellent match to Early Renaissance style with rich colors, architectural detail, and clean rendering; no visible artifacts.",3,4,4,Moderate stylistic fidelity with some color and texture; structure preserved but slightly washed out and less detailed than D.
Early_Renaissance__domenico-ghirlandaio_st-jerome__to__Rococo,Early_Renaissance,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Very faint Rococo influence; mostly preserves structure but lacks color, ornamentation, and texture of Rococo style. Heavy blur and low contrast reduce visual fidelity.",5,5,5,"Excellent Rococo styling: rich pastel palette, ornate columns, gilded details, and decorative motifs faithfully applied. Structure preserved with high clarity and minimal artifacts.",3,4,3,"Moderate Rococo elements present (soft colors, some ornament), but overall washed out and hazy. Structure is mostly intact but suffers from smudging and loss of fine detail."
Early_Renaissance__filippo-lippi_confirmation-of-the-carmelite-rule__to__Early_Renaissance,Early_Renaissance,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Very faded, low contrast output; style is barely perceptible and structure is blurred. Appears more like a degraded copy than a style transfer.",5,5,5,"Excellent match to Early Renaissance style with clear figures, architectural elements, and color palette. Structure is well-preserved and artifacts are minimal.",3,4,3,Moderate style transfer with some Early Renaissance characteristics but overly washed out. Structure is mostly intact but lacks vibrancy and detail compared to target.
Ukiyo_e__utagawa-kunisada_not_detected_240353__to__Minimalism,Ukiyo_e,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Overly blurred and washed-out; minimalism not clearly expressed, structure partially preserved but details lost.",5,5,5,Excellent minimalism with bold flat colors and clean composition; source structure fully preserved with no artifacts.,2,3,2,"Similar to LBM — overly diffuse and hazy; minimalism absent, structure faintly visible but degraded."
Early_Renaissance__filippo-lippi_confirmation-of-the-carmelite-rule__to__Rococo,Early_Renaissance,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Very weak Rococo style transfer; image appears faded and washed out with minimal stylistic features. Structure is somewhat preserved but lacks clarity. Heavy artifacts and low contrast reduce quality.,5,5,5,"Excellent Rococo style transfer with ornate framing, soft pastel tones, and elegant composition. Source structure is well-preserved within the stylized frame. No visible artifacts; clean and polished output.",3,4,3,Moderate Rococo influence with some decorative elements and soft coloring. Structure is mostly preserved but slightly blurred. Some smudging and uneven texture introduce minor artifacts.
Rococo__bernardo-bellotto_pirna-seen-from-the-right-bank-of-the-elbe__to__Ukiyo_e,Rococo,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,3,"Faint, washed-out Ukiyo-e influence; structure preserved but style is too diffuse and lacks characteristic line work or color blocking.",5,5,5,"Excellent Ukiyo_e style transfer with strong color palette, clean lines, and faithful preservation of source structure. Minimal artifacts.",3,4,2,Moderate Ukiyo_e flavor but overly hazy and smudged; structure mostly intact but significant blurring and loss of detail reduce quality.
