case_id,src_style,tgt_style,best_overall,best_style_specificity,best_structure,best_artifact_control,confidence_1_to_5,LBM-PS-v2_e13_style_specificity,LBM-PS-v2_e13_structure_preservation,LBM-PS-v2_e13_artifact_control,LBM-PS-v2_e13_note,Seedream_repaired750_style_specificity,Seedream_repaired750_structure_preservation,Seedream_repaired750_artifact_control,Seedream_repaired750_note,SaMST_e15_style_specificity,SaMST_e15_structure_preservation,SaMST_e15_artifact_control,SaMST_e15_note
Minimalism__ruth-vollmer_trimer-monomer-dimer-1965__to__Rococo,Minimalism,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,2,2,Overly blurred and abstract; loses object identity and Rococo elegance.,5,5,5,"Perfectly captures Rococo opulence while preserving source structure with clean, artifact-free rendering.",3,4,3,Strong structure but overly dark and muddy; lacks Rococo lightness and refinement.
Minimalism__ruth-vollmer_trimer-monomer-dimer-1965__to__Ukiyo_e,Minimalism,Ukiyo_e,SaMST_e15,SaMST_e15,Seedream_repaired750,Seedream_repaired750,4,2,3,2,"Very blurry and indistinct; minimal Ukiyo-e traits, heavy artifacts, structure partially preserved but obscured.",3,5,5,"Clean, well-preserved structure; subtle Ukiyo-e influence via color wash and soft edges; minimal artifacts.",5,4,3,"Strong Ukiyo-e aesthetic with bold outlines, flat color blocks, and textured shading; slight loss of fine detail but overall coherent."
Minimalism__sean-scully_untitled-1973__to__Early_Renaissance,Minimalism,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,3,2,Blurred and washed-out; minimal Renaissance texture or color fidelity.,5,5,5,Strong Early Renaissance palette and brushwork; clean geometry and no artifacts.,3,3,2,Some stylistic hints but noisy edges and inconsistent texture application.
Minimalism__sean-scully_untitled-1973__to__Impressionism,Minimalism,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,2,2,Overly blurred; loses both structure and stylistic detail.,5,5,5,Strong Impressionist brushwork with clear structure and minimal artifacts.,3,3,3,Moderate style transfer with some color distortion and structural softening.
Minimalism__sean-scully_untitled-1973__to__Minimalism,Minimalism,Minimalism,Seedream_repaired750,Seedream_repaired750,LBM-PS-v2_e13,Seedream_repaired750,4,2,5,3,Preserves source structure well but lacks minimalism; blurry and indistinct.,5,3,5,Strong minimalism with clean geometry; slight abstraction of original structure but no artifacts.,3,4,4,"Retains some structure and texture; minimalism is partial, with minor noise/artifacts."
Minimalism__sean-scully_untitled-1973__to__Rococo,Minimalism,Rococo,Seedream_repaired750,Seedream_repaired750,LBM-PS-v2_e13,Seedream_repaired750,4,2,5,3,Preserves source structure well but lacks Rococo ornamentation; appears as a blurred brick pattern with minimal stylistic transfer.,5,3,5,Strong Rococo aesthetic with ornate gold scrollwork and green leaf motifs; structure is abstracted but artifacts are minimal and intentional.,1,4,2,"Retains grid structure but adds no Rococo elements; suffers from heavy noise and distortion artifacts, failing stylistic intent."
Minimalism__sean-scully_untitled-1973__to__Ukiyo_e,Minimalism,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,2,1,Extremely blurry; no discernible Ukiyo_e style or structure.,5,5,5,"Strong Ukiyo_e aesthetic with clean lines, preserved geometry, and minimal artifacts.",3,4,3,"Partial Ukiyo_e texture applied; structure mostly preserved but with noisy, inconsistent styling."
Minimalism__tony-smith_die-1968__to__Early_Renaissance,Minimalism,Early_Renaissance,Seedream_repaired750,SaMST_e15,Seedream_repaired750,Seedream_repaired750,4,2,3,2,Blurred and indistinct; fails to convey Early Renaissance style or preserve cube structure clearly.,3,5,5,"Clean, well-preserved cube structure with subtle stylistic hints; minimal artifacts but low style specificity.",5,3,3,Strong Early Renaissance texture and color treatment; structure is recognizable but distorted by heavy stylization.
Minimalism__tony-smith_die-1968__to__Impressionism,Minimalism,Impressionism,SaMST_e15,SaMST_e15,Seedream_repaired750,Seedream_repaired750,4,2,3,2,Overly blurred; loses both style and structure.,3,5,5,"Clean structure, minimal artifacts, but weak impressionist texture.",5,4,4,Strong impressionist brushwork and color; slight color bleed but retains cube shape.
Minimalism__tony-smith_die-1968__to__Minimalism,Minimalism,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Overly blurred, loses cube definition and minimalism intent; heavy artifacting obscures structure.",5,5,5,"Clean, sharp edges; faithful to minimalism with no distortion or noise; perfect structural fidelity.",3,4,3,Textured overlay adds non-minimalist noise; structure intact but style diluted by patterned artifacts.
Minimalism__tony-smith_die-1968__to__Rococo,Minimalism,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,1,1,Extremely blurry and indistinct; no discernible Rococo elements or structure.,5,5,5,"Excellent Rococo pattern integration, clear cube structure, and clean rendering with minimal artifacts.",4,4,4,"Good Rococo texture and structure, but slightly less refined than D; minor edge artifacts."
Minimalism__tony-smith_die-1968__to__Ukiyo_e,Minimalism,Ukiyo_e,SaMST_e15,SaMST_e15,Seedream_repaired750,Seedream_repaired750,4,2,3,2,Blurred and indistinct; fails to convey Ukiyo-e style or preserve cube structure clearly.,3,5,5,Preserves cube shape perfectly with clean edges; minimal artifacts but lacks strong Ukiyo-e stylistic markers.,5,4,3,Strong Ukiyo-e texture and color palette applied; slight graininess and edge softness reduce structural clarity.
Minimalism__william-scott_bowl-white-on-grey-1962__to__Early_Renaissance,Minimalism,Early_Renaissance,Seedream_repaired750,SaMST_e15,Seedream_repaired750,Seedream_repaired750,4,2,3,2,Overly blurred and abstract; loses structural clarity and stylistic detail.,4,5,5,"Clean, well-preserved structure with subtle Renaissance-style shading and texture; minimal artifacts.",5,3,3,"Strong stylistic match with metallic sheen and aged patina, but introduces visual noise and distortion in shield shape."
Minimalism__william-scott_bowl-white-on-grey-1962__to__Impressionism,Minimalism,Impressionism,SaMST_e15,SaMST_e15,Seedream_repaired750,Seedream_repaired750,4,2,3,2,"Overly blurred, loses both style and structure; resembles noise rather than Impressionism.",3,5,5,Preserves shield shape perfectly with minimal artifacts; subtle texture hints at style but lacks color/brushwork.,5,4,4,Strong Impressionist palette and brushstroke texture; slight color bleed on edges but overall excellent style transfer.
Minimalism__william-scott_bowl-white-on-grey-1962__to__Minimalism,Minimalism,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,3,3,"Overly blurred; minimalism not clearly expressed, structure partially preserved but lacks definition.",5,5,5,"Clean, geometric, and faithful to minimalism; preserves source shape with no visible artifacts.",3,4,2,Textured background introduces noise; structure mostly preserved but style is less minimal and more decorative.
Minimalism__william-scott_bowl-white-on-grey-1962__to__Rococo,Minimalism,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,3,2,"Blurred, indistinct Rococo hints; structure preserved but style vague and noisy.",5,5,5,"Strong Rococo ornamentation, clear shield structure, clean rendering with minimal artifacts.",3,4,3,"Some Rococo texture and form retained, but muted palette and slight mottling reduce clarity."
Minimalism__yves-gaucher_traces-2000__to__Impressionism,Minimalism,Impressionism,Seedream_repaired750,SaMST_e15,Seedream_repaired750,Seedream_repaired750,4,2,3,2,"Overly blurred, loses both style and structure; resembles noise rather than impressionism.",4,5,5,"Clean, subtle brushwork with preserved horizon line; minimal artifacts; best balance of style and fidelity.",5,3,3,Strong impressionist texture and color but introduces visible pixelation and color bleeding; structure partially lost.
Minimalism__yves-gaucher_traces-2000__to__Minimalism,Minimalism,Minimalism,Seedream_repaired750,Seedream_repaired750,LBM-PS-v2_e13,Seedream_repaired750,4,2,5,4,Preserves source structure well but lacks minimalism; overly blank with no stylistic intent.,5,3,5,Strong minimalism via clean gradient and thin line; clean execution with no artifacts.,3,2,2,Textured noise dominates; poor structure retention and high artifact presence.
Minimalism__yves-gaucher_traces-2000__to__Rococo,Minimalism,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,2,2,Highly blurred; no discernible Rococo elements or structure retained.,5,5,5,Clear Rococo ornamental frame with gilded details; source structure preserved; clean output with minimal artifacts.,3,3,3,Textured green surface suggests aged Rococo panel but lacks precise decorative motifs; moderate structure retention and visible noise.
Minimalism__yves-gaucher_traces-2000__to__Ukiyo_e,Minimalism,Ukiyo_e,SaMST_e15,SaMST_e15,Seedream_repaired750,Seedream_repaired750,3,1,1,1,Extremely blurred; no discernible style or structure.,3,4,4,"Clean, minimalistic output with faint color bands; preserves horizontal structure but lacks Ukiyo-e detail.",5,2,3,Strong Ukiyo-e texture and grain; structure is distorted but style intent is clear.
Minimalism__yves-klein_untitled-yellow-monochrome-1956__to__Early_Renaissance,Minimalism,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,2,2,Overly blurred and abstract; loses architectural structure and Renaissance detail.,5,5,5,"Strong Early Renaissance style with clear architecture, figures, and perspective; minimal artifacts.",3,3,3,Stylized foliage and soft edges suggest Renaissance influence but lack structural clarity and introduce painterly artifacts.
Minimalism__yves-klein_untitled-yellow-monochrome-1956__to__Impressionism,Minimalism,Impressionism,Seedream_repaired750,SaMST_e15,Seedream_repaired750,Seedream_repaired750,4,2,3,3,Blurred and indistinct; lacks clear Impressionist brushwork or color vibrancy.,4,5,5,Clean yellow field with subtle texture; preserves structure well and shows mild Impressionist feel without artifacts.,5,2,3,"Vivid, textured, multi-hued strokes strongly evoke Impressionism but distort original structure and introduce noise-like artifacts."
Minimalism__yves-klein_untitled-yellow-monochrome-1956__to__Minimalism,Minimalism,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,3,3,Overly blurred and washed out; loses minimalism’s clean edges and color fidelity.,5,5,5,"Perfectly captures minimalism: solid color, sharp rounded rectangle, no noise or distortion.",1,2,1,Introduces chaotic textural artifacts; completely fails minimalism’s simplicity and clarity.
Minimalism__yves-klein_untitled-yellow-monochrome-1956__to__Rococo,Minimalism,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,1,1,Extremely blurry; no discernible Rococo elements or structure.,5,5,5,Perfectly preserves the source’s rectangular shape and adds ornate Rococo frame details with clean edges and no artifacts.,3,2,2,"Shows some Rococo texture but distorts the original shape and introduces noisy, uneven artifacts."
Minimalism__yves-klein_untitled-yellow-monochrome-1956__to__Ukiyo_e,Minimalism,Ukiyo_e,SaMST_e15,SaMST_e15,Seedream_repaired750,Seedream_repaired750,3,2,1,1,Extremely blurry and indistinct; no clear Ukiyo-e features or structure retained.,3,4,4,Smooth gradient with subtle texture; preserves source shape well but lacks strong Ukiyo-e stylistic markers.,5,2,3,Strong Ukiyo-e aesthetic with visible brushwork and color blocking; structure is distorted but style is highly specific.
Rococo__antoine-pesne_carl-heinrich-graun__to__Early_Renaissance,Rococo,Early_Renaissance,SaMST_e15,SaMST_e15,Seedream_repaired750,SaMST_e15,4,2,3,2,"Overly blurred and smudged; loses facial detail and texture, failing to capture Early Renaissance clarity or brushwork.",3,5,4,"Preserves pose and composition well; colors are too saturated and modern, lacking the muted palette and soft glazing of Early Renaissance.",5,4,5,"Best captures Early Renaissance aesthetics: muted tones, soft transitions, and period-appropriate rendering while preserving key structural elements."
Rococo__antoine-pesne_carl-heinrich-graun__to__Impressionism,Rococo,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,1,2,Overly blurred and abstract; loses all structural detail and barely retains impressionistic brushwork.,5,5,5,"Excellent impressionistic rendering with visible brushstrokes, color harmony, and full preservation of original composition and figures.",4,4,3,Strong impressionist palette and texture but slightly oversaturated colors and minor edge artifacts around figures.
Rococo__antoine-pesne_carl-heinrich-graun__to__Minimalism,Rococo,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,3,2,"Overly blurred, loses all stylistic intent and structural clarity; appears as noise rather than minimalism.",5,5,5,"Clean geometric simplification, preserves pose and composition, no artifacts — ideal minimalism.",3,4,3,Textured overlay introduces noise; structure retained but style is diluted by unwanted grain.
Rococo__antoine-pesne_carl-heinrich-graun__to__Rococo,Rococo,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Overly blurred and smudged; loses Rococo elegance and structural clarity.,5,5,5,"Faithfully renders Rococo opulence, preserves pose and composition, clean output.",4,4,4,Good Rococo styling but slightly muted tones and minor texture artifacts.
Rococo__antoine-pesne_carl-heinrich-graun__to__Ukiyo_e,Rococo,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,1,2,1,Extremely blurry and washed out; no discernible Ukiyo-e style or structure.,5,5,5,Excellent Ukiyo-e style with bold outlines and flat color; perfectly preserves source structure and has no artifacts.,3,4,3,Shows some Ukiyo-e influence but is muddy and painterly; structure is mostly preserved but with some softness and minor artifacts.
