case_id,src_style,tgt_style,best_overall,best_style_specificity,best_structure,best_artifact_control,confidence_1_to_5,QEdgePattn_e01_style_specificity,QEdgePattn_e01_structure_preservation,QEdgePattn_e01_artifact_control,QEdgePattn_e01_note,DualPath_e01_style_specificity,DualPath_e01_structure_preservation,DualPath_e01_artifact_control,DualPath_e01_note,Seedream_repaired750_style_specificity,Seedream_repaired750_structure_preservation,Seedream_repaired750_artifact_control,Seedream_repaired750_note
Minimalism__william-scott_bowl-white-on-grey-1962__to__Rococo,Minimalism,Rococo,Seedream_repaired750,Seedream_repaired750,QEdgePattn_e01,QEdgePattn_e01,5,1,5,5,Preserves source structure perfectly but fails to apply any Rococo style; output is nearly identical to source.,1,5,5,"Same as QEdgePattn_e01 — no stylistic transfer applied, structure intact, no artifacts.",5,3,3,Strong Rococo style application with ornate details and color palette; structure is distorted but recognizable; minor artifacts in texture blending.
Rococo__dmitry-levitzky_portrait-of-unknown-woman-with-a-rose-1788__to__Ukiyo_e,Rococo,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Heavy foggy blur obscures detail; Ukiyo-e style not clearly expressed; structure partially preserved but degraded by haze.,2,3,2,"Similar to QEdgePattn_e01 — smudged, low-contrast output with minimal stylistic fidelity to Ukiyo-e; structure retained but visually muddy.",5,5,5,"Excellent Ukiyo-e style transfer: bold outlines, flat color blocks, stylized hair and clothing match reference; structure perfectly preserved; no artifacts."
Rococo__antoine-pesne_carl-heinrich-graun__to__Early_Renaissance,Rococo,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Overly blurred and smudged; loses fine texture and color fidelity of Early Renaissance style; structure is preserved but degraded by heavy diffusion artifacts.,2,3,2,Nearly identical to QEdgePattn_e01 — same blurring and loss of stylistic detail; no improvement in artifact control or style transfer.,5,5,5,"Excellent preservation of source structure with accurate Early Renaissance styling: rich colors, detailed fabric textures, architectural elements, and painterly brushwork. No visible artifacts."
Minimalism__joan-hernandez-pijuan_untitled-120-1999__to__Impressionism,Minimalism,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,4,3,Minimal style transfer; mostly preserves source structure with faint color bleed. Lacks impressionistic texture or brushwork.,2,4,3,"Similar to QEdgePattn_e01 — minimal stylistic influence, slight color shift but no real impressionist rendering. Structure intact.",4,5,4,"Best attempt at impressionism: warm tones, soft edges, and subtle texture mimic brushwork while preserving the original line structure. Minor artifacts in background but overall coherent."
Rococo__giovanni-domenico-tiepolo_the-new-world-1797__to__Early_Renaissance,Rococo,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Severe vertical smearing and ghosting distort structure; style is vague and lacks Renaissance detail.,2,3,2,Similar to QEdgePattn with heavy vertical blur; fails to render coherent figures or style elements.,5,5,5,"Excellent preservation of source composition and strong Early Renaissance style transfer with clear figures, drapery, and atmospheric depth."
Early_Renaissance__paolo-uccello_scene-adoration-of-the-three-kings-1440__to__Minimalism,Early_Renaissance,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Fails to apply minimalism; output is a blurred, ghostly version of the source with no stylistic reduction or simplification.",2,3,2,"Identical to QEdgePattn_e01 — no stylistic transformation applied, retains source complexity without minimalism.",5,4,5,"Successfully applies minimalism: flat colors, simplified shapes, bold outlines, and reduced detail while preserving key compositional elements (figures, tent, water). Clean execution with no artifacts."
Early_Renaissance__andrea-mantegna_adoration-of-the-magi-central-panel-from-the-altarpiece__to__Impressionism,Early_Renaissance,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Overly washed out and desaturated; lacks impressionist brushwork and color vibrancy. Structure is preserved but visually degraded.,3,4,3,"Better color retention than C, with some softening suggesting impressionism. Still too smooth and lacks textured brushstrokes. Minor artifacts in sky.",5,5,5,"Excellent impressionist style: visible brushwork, vibrant colors, atmospheric lighting. Structure perfectly preserved. No visible artifacts."
Impressionism__claude-monet_bordighera-the-house-of-gardener__to__Early_Renaissance,Impressionism,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Overly blurred and washed-out; loses texture and color fidelity of source while failing to convey Renaissance style.,2,3,2,"Similar to QEdgePattn — excessive smoothing, muted palette, no clear stylistic transfer or structural clarity.",4,5,5,"Best balance: preserves source structure well, applies subtle Renaissance-like tonal warmth and brushwork without artifacts."
Minimalism__mira-schendel_untitled-1984__to__Ukiyo_e,Minimalism,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,1,1,Severely blurred; no discernible structure or Ukiyo-e style features. Appears as a soft gradient with no artistic detail.,2,1,1,"Similar to QEdgePattn — extremely blurry, lacks any structural or stylistic fidelity to either source or target. No clear artifacts but also no meaningful output.",4,5,5,"Excellent preservation of source structure (orange field, yellow triangle, distant tower). Subtle Ukiyo-e texture and color grading applied without distortion. Minimal artifacts; clean edges and coherent composition."
Rococo__carl-ludwig-johann-christineck_nikolai-mordvinov-1771__to__Early_Renaissance,Rococo,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,1,Severe smearing and loss of detail; style is vague and not clearly Early Renaissance; structure is blurred but recognizable; heavy artifacts throughout.,2,3,1,"Similar to QEdgePattn_e01 — hazy, low-contrast output with poor style fidelity and structural degradation; artifacts dominate the image.",5,5,5,"Excellent preservation of source structure; strong Early Renaissance painterly style with appropriate brushwork, color palette, and texture; minimal to no visible artifacts."
Early_Renaissance__benozzo-gozzoli_the-school-of-tagaste-1465-1__to__Early_Renaissance,Early_Renaissance,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Overly smooth and washed-out; loses texture and color fidelity of Early Renaissance style. Structure is preserved but lacks detail. Artifacts include blurring and loss of architectural definition.,3,4,3,"Better color retention than QEdgePattn_e01, but still exhibits smudging and soft edges. Structure is mostly intact. Style is partially captured but lacks the crispness and depth of the target.",5,5,5,"Excellent match to Early Renaissance style: rich colors, clear linework, and appropriate texture. Structure is perfectly preserved with no distortion. Minimal artifacts; clean output."
Impressionism__eugene-boudin_trouville-the-fish-market-1884__to__Early_Renaissance,Impressionism,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Very blurry and washed-out; style transfer is weak and indistinct, with significant loss of detail and heavy artifacts.",2,3,2,"Similar to QEdgePattn_e01; overly hazy and low-contrast, failing to capture the Renaissance style or preserve source structure well.",5,5,5,"Excellent style transfer with clear Early Renaissance characteristics (color palette, lighting, texture). Structure is perfectly preserved with no visible artifacts."
Early_Renaissance__pietro-perugino_giovanni-colombini__to__Ukiyo_e,Early_Renaissance,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Very blurry and washed-out; style is vague and lacks Ukiyo-e characteristics. Structure is somewhat preserved but heavily degraded by artifacts.,2,3,2,Nearly identical to QEdgePattn_e01 in quality. Fails to capture the distinct line work and color palette of Ukiyo-e. Significant blurring and loss of detail.,5,5,5,"Excellent result. Faithfully applies the Ukiyo-e style with clear lines, appropriate coloration, and texture while perfectly preserving the source image's composition and details. No visible artifacts."
Ukiyo_e__katsushika-hokusai_fishing-in-the-bay-uraga__to__Early_Renaissance,Ukiyo_e,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Very washed out, loses color and texture; structure is preserved but style transfer is weak and blurry.",2,3,2,"Similar to QEdgePattn_e01; overly desaturated and hazy, failing to capture the rich tones of Early Renaissance.",5,5,5,"Excellent transfer of the target style's warm, painterly quality while perfectly preserving the source composition and details."
Minimalism__agnes-martin_happy-valley-1967__to__Minimalism,Minimalism,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,1,1,Output is nearly blank; fails to preserve structure or apply minimalism style. Likely a failure mode.,2,1,1,Also nearly blank; no discernible structure or stylistic transfer. Poor performance.,4,3,4,"Retains faint structural hints and applies a soft, muted aesthetic consistent with minimalism. Some loss of detail but avoids artifacts. Best among options."
Rococo__dmitry-levitzky_portrait-of-unknown-woman-with-a-rose-1788__to__Minimalism,Rococo,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Overly blurred and hazy; minimalism not evident, structure preserved but obscured by artifacts.",2,3,2,"Similar to QEdgePattn_e01 — foggy, low contrast, no clear minimalist aesthetic, structure intact but visually degraded.",5,4,5,Strong minimalist interpretation via geometric simplification and flat color blocks; face and pose preserved cleanly; no visible artifacts.
Early_Renaissance__filippo-lippi_adoration-of-the-magi-detail-2__to__Ukiyo_e,Early_Renaissance,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Very blurry and washed-out; minimal Ukiyo-e style transfer, heavy artifacts, poor color fidelity.",2,3,2,"Similar to QEdgePattn — overly soft, lacks bold lines or flat colors typical of Ukiyo-e, significant blur and noise.",5,5,5,"Excellent Ukiyo-e style: bold outlines, flat vibrant colors, stylized figures and landscapes. Structure preserved well, no visible artifacts."
Minimalism__ronald-davis_zig-zag-times-two-1966__to__Rococo,Minimalism,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,1,4,2,"Fails to apply Rococo style; output is a blurred, low-quality version of the source shape with no stylistic elements.",1,4,2,"Similar to QEdgePattn, this output is a blurred, indistinct rendering that completely fails to capture the Rococo style.",5,5,5,"Perfectly captures the Rococo style with ornate, gilded frames and pastel colors. The source shape is preserved with high fidelity, and the result is clean and free of artifacts."
Early_Renaissance__andrea-mantegna_maria-with-the-sleeping-child-1455__to__Early_Renaissance,Early_Renaissance,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Overly hazy and washed-out; loses Early Renaissance color depth and detail. Structure is preserved but blurred by excessive smoothing.,2,3,2,Similar to QEdgePattn — suffers from heavy blur and loss of texture. Fails to capture the crispness and tonal richness of Early Renaissance painting.,5,5,5,"Excellent preservation of source structure while successfully applying Early Renaissance stylistic traits: rich chiaroscuro, warm earth tones, soft glazing, and refined facial modeling. No visible artifacts."
Ukiyo_e__utagawa-kunisada_not_detected_240381(1)__to__Impressionism,Ukiyo_e,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,4,3,Minimal style transfer; retains source structure but lacks impressionistic brushwork or color diffusion. Slight blurring introduces minor artifacts.,2,4,3,"Similar to QEdgePattn_e01 — poor style adherence, preserves composition well, but exhibits softening artifacts without meaningful stylistic transformation.",5,5,5,"Excellent impressionistic rendering with visible brushstroke texture, warm palette, and atmospheric blending. Structure fully preserved, no visible artifacts. Best overall match to target style."
Minimalism__tony-smith_die-1968__to__Impressionism,Minimalism,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,4,3,"Very blurry, low contrast; minimal impressionistic texture or color variation. Structure preserved but overly smoothed.",2,4,3,"Similar to QEdgePattn — muted, foggy appearance with no clear brushwork or palette. Structure intact but stylistically weak.",5,5,5,"Strong impressionistic rendering: visible brushstroke-like texture, warm earthy tones, soft shadows, and atmospheric lighting. Cube structure perfectly preserved with natural reflections and depth."
