case_id,src_style,tgt_style,best_overall,best_style_specificity,best_structure,best_artifact_control,confidence_1_to_5,LBM-Knee_e13_style_specificity,LBM-Knee_e13_structure_preservation,LBM-Knee_e13_artifact_control,LBM-Knee_e13_note,Seedream_repaired750_style_specificity,Seedream_repaired750_structure_preservation,Seedream_repaired750_artifact_control,Seedream_repaired750_note,Hold4TwoStage_e12_style_specificity,Hold4TwoStage_e12_structure_preservation,Hold4TwoStage_e12_artifact_control,Hold4TwoStage_e12_note
Rococo__maurice-quentin-de-la-tour_study-for-portrait-of-mademoiselle-dangeville-1__to__Ukiyo_e,Rococo,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,4,3,Very faint style transfer; structure preserved but style is barely perceptible and lacks Ukiyo-e characteristics.,5,5,5,"Excellent Ukiyo-e style with clean lines, flat color regions, and traditional composition cues. Structure perfectly preserved with no artifacts.",3,2,2,Some stylistic elements present but heavily blurred and distorted. Structure is lost in haze; significant artifacts and loss of facial detail.
Rococo__giovanni-domenico-tiepolo_the-new-world-1797__to__Minimalism,Rococo,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,3,2,Overly blurred and abstract; loses both style fidelity and structural clarity.,5,5,5,"Clean, stylized vector-like rendering with strong minimalism and full structural retention.",2,3,2,"Similar to LBM — too diffuse, lacks crispness, and fails to convey minimalism effectively."
Rococo__dmitry-levitzky_maria-feodorovna__to__Minimalism,Rococo,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Overly blurred and washed out; minimalism not clearly expressed, structure lost in haze.",5,5,5,Clean geometric abstraction with bold color blocks; preserves pose and oval frame while achieving strong minimalist aesthetic.,3,4,3,Soft gradient background suggests minimalism but lacks sharpness; structure preserved but style is ambiguous and slightly muddy.
Minimalism__pino-pinelli_pittura-r-1993__to__Ukiyo_e,Minimalism,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,4,3,Faint reddish tone applied but lacks Ukiyo-e texture or line work; structure preserved but style is weak and blurry.,5,5,5,"Strong Ukiyo-e aesthetic with warm paper-like background, consistent red-orange tones, and clean edges; excellent balance of style and structure.",1,2,1,"Severely distorted output with noise, loss of original shape, and no discernible Ukiyo-e characteristics; high artifacts."
Minimalism__frank-stella_gezira-from-black-series-ii-1967__to__Rococo,Minimalism,Rococo,Seedream_repaired750,Seedream_repaired750,Hold4TwoStage_e12,Seedream_repaired750,4,2,3,2,Minimal Rococo influence; mostly preserves source geometry with no ornamental styling. Artifacts from texture transfer are visible.,5,4,5,Strong Rococo floral and scroll motifs applied cleanly. Structure preserved well with smooth blending and no visible artifacts.,3,5,3,Excellent structural fidelity to source image. Some Rococo-like texture is present but lacks full stylistic richness. Minor edge artifacts.
Rococo__antoine-watteau_the-delicate-musician__to__Early_Renaissance,Rococo,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Very low style specificity; structure is preserved but overly blurred and lacks Renaissance detail; significant artifacts from over-smoothing.,5,5,5,"Excellent match to Early Renaissance style with proper lighting, texture, and composition; structure perfectly preserved; no visible artifacts.",3,2,2,"Moderate style attempt but fails to capture Renaissance richness; structure is distorted (e.g., face and instrument); noticeable artifacts and loss of detail."
Ukiyo_e__utagawa-kuniyoshi_kuzunoha__to__Minimalism,Ukiyo_e,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Overly faded and washed-out; minimalism not clearly expressed, structure blurred, heavy artifacts.",5,5,5,"Clean geometric abstraction, strong structural fidelity, no visible artifacts, excellent minimalism.",3,4,3,"Moderate minimalism, structure mostly preserved but slightly softened, some haze/artifacts present."
Minimalism__pino-pinelli_pittura-r-1993__to__Impressionism,Minimalism,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,4,3,"Faint, washed-out impressionistic texture; structure mostly preserved but lacks stylistic intensity.",5,5,5,Strong impressionist brushwork with clear color variation and texture; source structure perfectly maintained; no visible artifacts.,1,2,1,Severely distorted output; structure broken into fragmented shapes; no coherent style or texture; heavy artifacts.
Rococo__giovanni-domenico-tiepolo_christ-s-fall-on-the-way-to-calvary-1772__to__Ukiyo_e,Rococo,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Very washed out and blurry; fails to capture Ukiyo-e line work or color palette. Structure is preserved but heavily degraded by low contrast and haze.,5,5,5,"Excellent transfer. Captures the flat coloring, distinct outlines, and paper texture of Ukiyo-e while perfectly maintaining the complex composition of the source image.",2,2,2,Overly abstract and painterly. Loses the specific graphic quality of Ukiyo-e and suffers from significant structural blurring and noise.
Rococo__dmitry-levitzky_portrait-of-maria-palovna-narychkina-1773__to__Minimalism,Rococo,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Overly blurred and washed out; minimalism not clearly expressed, structure partially preserved but lost in haze.",5,5,5,"Clean vector-like simplification, strong minimalism, excellent structure retention, no visible artifacts.",2,3,2,"Similar to LBM — foggy, low contrast, minimalism implied but poorly rendered, structure faintly visible."
Minimalism__yves-gaucher_traces-2000__to__Early_Renaissance,Minimalism,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,1,1,1,Completely failed to apply style or preserve structure; output is nearly blank with only a faint line.,5,5,5,"Perfectly preserved the source’s horizontal line and applied Early Renaissance texture and color palette cleanly, with no artifacts.",2,3,2,Applied some stylistic texture but introduced heavy blur and noise; structure partially preserved but degraded by artifacts.
Impressionism__eugene-boudin_the-port-ships-at-dock__to__Early_Renaissance,Impressionism,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,3,2,Weak Early Renaissance style; structure preserved but overly washed out with heavy noise and color bleeding.,5,5,5,"Excellent Early Renaissance style transfer; structure perfectly preserved; minimal artifacts, clean and coherent output.",3,4,3,Moderate style match; structure mostly intact but suffers from smudging and loss of fine detail; some artifacts present.
Impressionism__winston-churchill_distant-view-of-the-pyramids-1921-1(1)__to__Impressionism,Impressionism,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Overly washed out and pale; lacks the rich color saturation and visible brushwork of Impressionism. Structure is preserved but colors are muted to near-white.,5,5,5,"Excellent capture of Impressionist style with vibrant, warm colors and visible texture. Structure is perfectly preserved, and there are no visible artifacts.",3,4,3,"Shows some Impressionist texture but is overly desaturated and hazy. Structure is mostly preserved, but the lack of color vibrancy reduces style fidelity."
Early_Renaissance__andrea-mantegna_scenes-from-the-life-of-st-james-1448-2__to__Impressionism,Early_Renaissance,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,4,3,Very low color saturation and muted tones; structure preserved but lacks impressionist brushwork and vibrancy.,5,5,5,"Excellent impressionist style with visible brushstrokes, vibrant colors, and full structural fidelity to source.",1,3,2,"Overly desaturated, almost monochrome; structure partially preserved but heavily degraded by artifacts and lack of color."
Impressionism__camille-pissarro_the-gardener-afternoon-sun-eragny-1899__to__Impressionism,Impressionism,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,3,3,2,Moderate impressionistic texture but overly washed out and hazy; structure is blurred and lacks definition; significant color bleeding and loss of detail.,5,5,5,"Excellent impressionist brushwork and color palette; source structure (figure, hat, bucket, landscape) is clearly preserved; minimal artifacts, clean edges, and natural blending.",2,2,1,"Very low style fidelity — appears as a faded, noisy overlay; structure is heavily distorted and ghosted; severe artifacts including smearing and loss of form."
Ukiyo_e__tsukioka-yoshitoshi_not_detected_242419__to__Impressionism,Ukiyo_e,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Very faint impressionistic texture; structure preserved but style is nearly absent. Low artifact control due to washed-out appearance.,5,5,5,Excellent Impressionist brushwork and color blending while perfectly preserving source structure. No visible artifacts.,3,4,3,"Moderate style transfer with some visible brushstroke simulation, but overly smoothed and hazy. Structure mostly preserved but with slight distortion at edges."
Rococo__jean-marc-nattier_portrait-of-louis-tocqu-1762__to__Impressionism,Rococo,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Very blurry and washed-out; loses facial detail and texture. Some impressionistic haze but lacks brushwork fidelity and color richness.,5,5,5,"Excellent impressionistic brushwork, vibrant colors, and clear preservation of portrait structure. Minimal artifacts; best overall match to target style.",2,3,2,Overly blurred with ghosting artifacts; face and clothing details are indistinct. Fails to convey impressionist texture or color vibrancy.
Rococo__bernardo-bellotto_pirna-seen-from-the-right-bank-of-the-elbe__to__Impressionism,Rococo,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,3,4,3,Moderate impressionistic brushwork but overly washed-out and low contrast; some structural clarity retained but lacks vibrancy and texture fidelity.,5,5,5,"Excellent Impressionist style with visible brushstrokes, rich color harmony, and well-preserved architectural and landscape structure; minimal artifacts.",2,3,2,"Overly blurred and smudged; loses fine structural detail and exhibits heavy artifacting (e.g., sky washout, indistinct buildings); weak style transfer."
Minimalism__joan-hernandez-pijuan_untitled-120-1999__to__Minimalism,Minimalism,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,3,2,"Faint, washed-out lines; poor style fidelity and low contrast; minor artifacts in line continuity.",5,5,5,"Strong minimalism: clean lines, high contrast, precise structure, no visible artifacts.",3,4,3,Moderate style match; structure preserved but lines slightly blurred; minor smudging artifacts.
Minimalism__fernando-lanhas_o39-68-1968__to__Impressionism,Minimalism,Impressionism,Seedream_repaired750,Seedream_repaired750,LBM-Knee_e13,LBM-Knee_e13,4,2,5,5,Preserves source geometry perfectly but applies almost no impressionist style; output is nearly identical to source with minimal texture or color variation.,5,3,4,Strong impressionist brushwork and color palette applied successfully; structure is somewhat distorted (swirled lines) but still recognizable as the original diamond shape. Minor artifacts in background blending.,3,2,2,Attempts impressionist texture but introduces heavy white fringing/artifacts around the diamond edges. Structure is warped and less coherent; style application is inconsistent and noisy.
Minimalism__robert-mangold_ellow-black-zone-painting-iv-1996__to__Early_Renaissance,Minimalism,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,4,3,Poor style transfer; appears as a flat color block with minimal texture or Renaissance aesthetic. Structure is preserved but lacks stylistic integration. Some blurring artifacts present.,5,5,5,"Excellent Early Renaissance style: aged parchment texture, subtle brushwork, and architectural framing match target. Structure perfectly preserved. No visible artifacts.",3,3,2,Partial style application with smeared textures and loss of structural clarity. Heavy vertical smearing and color bleeding degrade both structure and artifact control. Style is vague.
