case_id,src_style,tgt_style,best_overall,best_style_specificity,best_structure,best_artifact_control,confidence_1_to_5,LBM-Knee_e13_style_specificity,LBM-Knee_e13_structure_preservation,LBM-Knee_e13_artifact_control,LBM-Knee_e13_note,Seedream_repaired750_style_specificity,Seedream_repaired750_structure_preservation,Seedream_repaired750_artifact_control,Seedream_repaired750_note,QEdgePattn_e03_style_specificity,QEdgePattn_e03_structure_preservation,QEdgePattn_e03_artifact_control,QEdgePattn_e03_note
Early_Renaissance__jacopo-bellini_view-of-a-fortification-of-jerusalem(1)__to__Early_Renaissance,Early_Renaissance,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,4,3,Preserves structure well but lacks Renaissance style; appears as a faded sketch with minimal stylistic transfer.,5,5,5,"Excellent match to Early Renaissance style with strong architectural detail, color palette, and texture; structure preserved perfectly.",2,4,3,"Similar to LBM-Knee_e13; retains structure but fails to apply Renaissance style, resulting in a washed-out line drawing appearance."
Early_Renaissance__domenico-ghirlandaio_st-jerome__to__Rococo,Early_Renaissance,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Very faint Rococo influence; structure preserved but overly washed out; heavy vignetting and low contrast artifacts.,5,5,5,"Excellent Rococo style transfer with ornate columns, floral motifs, and color palette matching target; source figure and architecture well preserved; clean output with minimal artifacts.",2,3,2,Minimal style transfer; structure mostly intact but faded; noticeable dark borders and low saturation reduce visual quality.
Early_Renaissance__filippo-lippi_confirmation-of-the-carmelite-rule__to__Early_Renaissance,Early_Renaissance,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Very faded, low contrast; style is barely perceptible and structure is blurred. Heavy artifacting and loss of detail.",5,5,5,"Excellent Early Renaissance style match with clear figures, rich colors, and architectural elements. Structure is well-preserved and artifacts are minimal.",2,3,2,"Similar to LBM-Knee_e13 — overly faded and washed out. Style is weak, structure is indistinct, and artifacts are prominent."
Ukiyo_e__utagawa-kunisada_not_detected_240353__to__Minimalism,Ukiyo_e,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Overly blurred and washed-out; minimalism not clearly expressed, structure partially preserved but lacks clarity.",5,5,5,"Excellent preservation of source structure with clean, bold minimalism; no artifacts; strong stylistic fidelity.",2,3,2,"Similar to LBM — overly diffuse, minimalism not well-defined, structure faintly visible but degraded."
Early_Renaissance__filippo-lippi_confirmation-of-the-carmelite-rule__to__Rococo,Early_Renaissance,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Weak Rococo styling; structure partially preserved but overly blurred; heavy vignetting and noise artifacts.,5,5,5,Strong Rococo aesthetic with ornate frame and soft palette; excellent structure retention; minimal artifacts.,2,3,2,Minimal style transfer; structure faintly visible; significant darkening and edge artifacts.
Rococo__bernardo-bellotto_pirna-seen-from-the-right-bank-of-the-elbe__to__Ukiyo_e,Rococo,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,3,3,"Faint, washed-out style; lacks Ukiyo-e linearity and color blocking. Structure preserved but overly blurred.",5,5,5,"Strong Ukiyo-e aesthetic: bold outlines, flat color planes, stylized clouds and water. Clean structure with minimal artifacts.",3,4,4,Moderate Ukiyo-e influence with soft edges and muted tones. Some loss of detail in reflections and sky; slight over-smoothing.
Rococo__dmitry-levitzky_portrait-of-unknown-woman-with-a-rose-1788__to__Early_Renaissance,Rococo,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Output is overly hazy and washed out, losing the richness of the Early Renaissance style. Structure is somewhat preserved but details are obscured by the heavy blur.",5,5,5,"Excellent preservation of the source portrait's structure while successfully applying the warm, rich, and detailed aesthetic of the Early Renaissance target. No visible artifacts.",3,4,3,"Structure is well preserved, but the style transfer is weak and inconsistent. The image appears faded and lacks the distinct color palette and texture of the target style."
Impressionism__winston-churchill_distant-view-of-the-pyramids-1921-1(1)__to__Early_Renaissance,Impressionism,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,4,3,"Very pale, washed-out output; minimal stylistic transfer from Early Renaissance reference. Structure preserved but lacks color depth and texture.",5,5,5,"Excellent match to target style: warm earth tones, aged fresco-like texture, and compositional fidelity. No visible artifacts or structural distortion.",3,4,2,"Moderate style transfer with some color warmth, but heavy vignetting and edge degradation introduce artifacts. Structure mostly intact but visually compromised."
Early_Renaissance__benozzo-gozzoli_madonna-and-child-1485__to__Impressionism,Early_Renaissance,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Fails to apply Impressionist style; retains original painting’s structure and colors with minimal change. Slight blurring but no meaningful stylistic transfer.,5,5,5,"Excellent Impressionist rendering with visible brushwork, soft edges, and atmospheric color blending. Structure and composition are perfectly preserved. No artifacts.",3,4,3,"Partial Impressionist effect with some softening and color shifts, but lacks consistent brushstroke texture. Minor smudging and loss of fine detail in halos and drapery."
Rococo__maurice-quentin-de-la-tour_marie-josephe-of-saxony-1__to__Rococo,Rococo,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Severe over-smoothing and loss of detail; style is vague and lacks Rococo ornamentation.,5,5,5,"Excellent preservation of source structure with strong Rococo stylistic elements (ornate frame, soft lighting, pastel tones).",2,3,2,Similar to LBM-Knee_e13; heavy blur and smearing degrade both style fidelity and structural clarity.
Early_Renaissance__carlo-crivelli_saint-thomas-aquinas-1476__to__Impressionism,Early_Renaissance,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Faint, washed-out impressionistic haze; structure partially preserved but overly blurred; significant loss of detail and color fidelity.",5,5,5,Excellent Impressionist brushwork and color palette; source structure fully preserved with no artifacts; best overall result.,3,4,3,Moderate impressionistic effect with some edge preservation; slight smudging and color bleeding; structure mostly intact but less refined than D.
Early_Renaissance__fra-angelico_bosco-ai-frati-altarpiece__to__Ukiyo_e,Early_Renaissance,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,3,3,"Very washed-out, low contrast; style is vague and lacks Ukiyo-e characteristics. Structure is preserved but colors are faded.",5,5,5,"Excellent preservation of source structure with strong Ukiyo-e stylization (ink lines, flat color, texture). No visible artifacts.",3,4,3,"Better than LBM but still too pale and washed-out. Some structural integrity remains, but style application is weak and inconsistent."
Ukiyo_e__kitagawa-utamaro_the-hour-of-the-horse__to__Early_Renaissance,Ukiyo_e,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,3,2,Heavy vignetting and color wash obscure details; style is vague and not clearly Early Renaissance.,5,5,5,"Excellent preservation of original composition and figures; subtle, appropriate Early Renaissance tonal and textural styling with minimal artifacts.",3,4,3,Good structure retention but introduces noticeable edge artifacts and inconsistent texture; style is partially recognizable but less refined.
Minimalism__yves-gaucher_traces-2000__to__Ukiyo_e,Minimalism,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,1,2,1,Almost entirely blank; no style or structure preserved.,4,5,4,Strong Ukiyo-e color palette and texture; clean horizontal structure; minor banding at boundary.,1,1,1,Overly blurred/noisy; no discernible style or structure.
Rococo__thomas-gainsborough_a-coastal-landscape-1782__to__Impressionism,Rococo,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,3,Overly washed out and hazy; loses color and texture detail. Structure is preserved but style is weak and indistinct.,5,5,5,"Excellent impressionistic brushwork with vibrant, varied colors. Structure is well-preserved and artifacts are minimal.",3,4,4,Moderate style transfer with some color and texture. Structure is mostly preserved but with slight blurring and softness.
Rococo__giovanni-domenico-tiepolo_the-new-world-1797__to__Impressionism,Rococo,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,3,2,2,Overly abstracted; figures and architecture are heavily distorted into vertical smears. Lacks coherent Impressionist brushwork; more like a glitch or texture overlay.,5,5,5,"Excellent Impressionist rendering with visible brushstrokes, soft edges, and color blending. Source composition and figure placement preserved accurately. No visible artifacts.",4,3,3,"Good Impressionist style with painterly textures, but structure is slightly blurred and figures lack definition. Some edge smearing and loss of detail in background elements."
Impressionism__nicolae-vermont_rotterdam-port-1928__to__Ukiyo_e,Impressionism,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,3,"Very washed-out, lacks Ukiyo-e color saturation and line definition; structure is preserved but style is weak.",5,5,5,"Excellent match to Ukiyo-e reference; strong color palette, clear lines, and high structural fidelity with no visible artifacts.",3,4,4,Better than LBM but still too pale and lacks the boldness of Ukiyo-e; structure is well-maintained.
Early_Renaissance__jacopo-bellini_view-of-a-fortification-of-jerusalem(1)__to__Minimalism,Early_Renaissance,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,4,"Faint, washed-out output with minimal stylistic interpretation; structure is preserved but lacks clarity or intentional simplification.",5,5,5,"Strong minimalism achieved through bold geometric shapes, flat color blocks, and clean edges; source structure clearly retained and stylized without artifacts.",2,3,4,Similar to LBM — overly faded and indistinct; fails to convey minimalism effectively while preserving structure poorly due to low contrast.
Early_Renaissance__bartolome-bermejo_death-of-the-virgin-1462__to__Impressionism,Early_Renaissance,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Very washed out and low contrast; impressionistic texture is present but lacks vibrancy and clarity. Structure is somewhat preserved but blurred.,5,5,5,Excellent balance. Strong impressionistic brushwork and color palette while maintaining clear structural integrity of the original scene. No visible artifacts.,2,3,2,Similar to LBM-Knee_e13 — overly faded and desaturated. The impressionistic effect is weak and indistinct. Structure is partially lost in the haze.
Impressionism__henri-matisse_brittany-also-known-as-boat-1896__to__Early_Renaissance,Impressionism,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,3,2,"Very washed-out, lacks Renaissance texture and color depth; structure is somewhat preserved but overly blurred.",5,5,5,Excellent match to Early Renaissance palette and brushwork; source structure perfectly retained with no visible artifacts.,3,4,3,"Better than LBM but still too pale and lacks the warm, earthy tones of the target; some edge artifacts visible."
Ukiyo_e__kitagawa-utamaro_yama-uba-and-kintaro-1__to__Minimalism,Ukiyo_e,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Overly blurred and washed out; minimalism not clearly expressed, structure lost in haze.",5,5,5,"Clean, bold shapes and flat colors embody minimalism while preserving source composition with no artifacts.",2,3,2,"Similar to LBM—faded, low-contrast output fails to convey minimalism or preserve detail."
Early_Renaissance__andrea-mantegna_scenes-from-the-life-of-st-james-1448-2__to__Rococo,Early_Renaissance,Rococo,Seedream_repaired750,Seedream_repaired750,LBM-Knee_e13,Seedream_repaired750,4,2,5,3,Preserves source structure well but fails to apply Rococo style; output is grayscale and lacks color or ornamental detail.,5,4,5,"Strongly applies Rococo aesthetics with pastel colors, soft lighting, and decorative elements; minor structural softening but overall excellent fidelity and cleanliness.",3,4,2,Shows some Rococo color hints but is dominated by heavy gray artifacts and edge distortion; structure partially preserved but visually degraded.
