case_id,src_style,tgt_style,best_overall,best_style_specificity,best_structure,best_artifact_control,confidence_1_to_5,LBM-Knee_e13_style_specificity,LBM-Knee_e13_structure_preservation,LBM-Knee_e13_artifact_control,LBM-Knee_e13_note,LBM-PS-v2_e13_style_specificity,LBM-PS-v2_e13_structure_preservation,LBM-PS-v2_e13_artifact_control,LBM-PS-v2_e13_note,Seedream_repaired750_style_specificity,Seedream_repaired750_structure_preservation,Seedream_repaired750_artifact_control,Seedream_repaired750_note
Ukiyo_e__utagawa-kunisada_not_detected_240353__to__Rococo,Ukiyo_e,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Weak Rococo style transfer; structure partially preserved but heavily distorted by noise and color bleeding.,1,2,1,Almost no discernible style or structure; extremely blurry and artifact-ridden output.,5,5,5,"Excellent preservation of source structure with strong Rococo stylistic elements (soft colors, ornate feel) and minimal artifacts."
Ukiyo_e__utagawa-kunisada_not_detected_240353__to__Impressionism,Ukiyo_e,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,3,4,3,Moderate impressionistic brushwork applied; structure mostly preserved but with slight color bleeding and softening of edges.,2,2,1,"Overly blurred and washed-out output; structure heavily degraded, minimal stylistic fidelity, significant artifacts.",5,5,5,"Excellent impressionistic texture and color blending while preserving original composition and details; clean, artifact-free result."
Ukiyo_e__utagawa-kunisada_the-actor__to__Minimalism,Ukiyo_e,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Faint, washed-out output with minimal stylistic transfer; structure is partially preserved but heavily degraded by low contrast and noise.",1,1,1,Almost entirely blank/blurry; fails to preserve structure or apply any discernible style; severe artifacting.,5,5,5,"Excellent preservation of source structure and composition; clean, crisp lines and colors; successfully applies minimalism via simplified background and refined palette without losing detail."
Rococo__giovanni-domenico-tiepolo_christ-s-fall-on-the-way-to-calvary-1772__to__Rococo,Rococo,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Very blurry and washed-out; loses most structural detail and Rococo elegance. Heavy artifacts and low fidelity.,2,2,1,"Extremely degraded output — nearly unrecognizable. Severe blurring, loss of structure, and heavy noise/artifacts.",5,5,5,"Excellent preservation of source composition and figures. Strong Rococo styling with ornate frame, soft pastel tones, and elegant brushwork. Minimal artifacts."
Rococo__joshua-reynolds_colonel-george-k-h-coussmaker-grenadier-guards__to__Impressionism,Rococo,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Muted, washed-out impressionistic blur; structure partially preserved but lacks color vibrancy and brushstroke definition.",1,2,1,"Overly diffuse, smudged output with minimal recognizable structure or stylistic coherence; heavy artifacts and loss of detail.",5,5,5,"Strong impressionist brushwork with vibrant colors, clear subject structure, and no visible artifacts — best overall match to target style."
Rococo__bernardo-bellotto_view-of-dresden-the-dresden-fortifications-moat-with-a-bridge-between-gate-and-post-mile-pillar__to__Ukiyo_e,Rococo,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Very faint, washed-out output; minimal Ukiyo-e style transfer; structure barely visible; heavy noise/artifacts.",1,2,1,Almost entirely obscured by foggy artifact; no discernible style or structure; severe degradation.,5,5,5,"Strong Ukiyo-e aesthetic with bold lines, flat color blocks, and stylized architecture; source structure fully preserved; clean, artifact-free rendering."
Ukiyo_e__kitagawa-utamaro_upon-my-oath__to__Early_Renaissance,Ukiyo_e,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Minimal style transfer; retains source structure but lacks Renaissance texture or color. Faint artifacts and low stylistic fidelity.,3,2,1,"Some stylistic blending with Early Renaissance tones, but heavy blurring and structural distortion degrade quality. Poor artifact control.",5,5,5,"Excellent preservation of source structure while successfully applying Early Renaissance painting style (rich colors, soft shading, classical composition). Clean output with no visible artifacts."
Impressionism__mihaly-munkacsy_dusty-country-road-ii-1883__to__Impressionism,Impressionism,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Overly blurred and washed out; loses most stylistic texture and detail from source. Minimal impressionistic brushwork visible.,2,2,1,Extremely degraded output — nearly monochromatic smudge with no discernible structure or style. Severe artifacts and loss of content.,5,5,5,"Excellent impressionistic rendering with visible brushstrokes, color harmony, and preserved landscape structure. Cleanest output with minimal artifacts."
Ukiyo_e__utagawa-kuniyoshi_a-record-of-origins-of-the-great-country-of-japan__to__Early_Renaissance,Ukiyo_e,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,LBM-Knee_e13,Seedream_repaired750,4,2,5,4,Preserves source structure perfectly but fails to apply Early Renaissance style; output remains largely unstyled sketch.,3,3,3,"Applies a warm, aged parchment tone that loosely suggests Renaissance manuscript style, but structure is blurred and details are lost.",5,4,5,"Strongly applies Early Renaissance painting style (chiaroscuro, rich colors, religious composition) while maintaining coherent structure and clean artifacts."
Minimalism__dan-flavin_greens-crossing-greens-to-piet-mondrian-who-lacked-green-1966__to__Early_Renaissance,Minimalism,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,4,3,Structure preserved well but style is too muted and lacks Renaissance color/texture; slight haze artifact.,1,2,1,Severe blurring and loss of structure; no discernible Renaissance style; heavy artifacts dominate.,5,5,5,"Excellent preservation of source geometry; successfully applies Early Renaissance palette, lighting, and texture with minimal artifacts."
Ukiyo_e__utagawa-kunisada_the-actor__to__Rococo,Ukiyo_e,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Weak Rococo styling; structure partially preserved but with heavy distortion and blotchy artifacts.,1,2,1,Almost no Rococo style transfer; severe structural collapse and heavy smudging/artifacts.,5,5,5,Excellent Rococo style integration with ornate borders and soft palette; source structure fully preserved; clean output with minimal artifacts.
Rococo__joseph-wright_mr-and-mrs-thomas-coltman__to__Early_Renaissance,Rococo,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Heavy smudging and loss of detail; style is vague and inconsistent with Early Renaissance aesthetics.,2,2,1,Severe structural distortion and blending; figures are unrecognizable and style is not coherent.,4,5,5,"Excellent preservation of source structure; style approximates Early Renaissance with appropriate color palette and softness, though slightly muted."
Rococo__antoine-watteau_the-delicate-musician__to__Minimalism,Rococo,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Faint, washed-out output with minimal stylistic reduction; structure is partially preserved but heavily blurred and low-contrast.",1,2,1,Extremely degraded output — nearly uniform blur with no discernible subject or style; fails on all criteria.,5,5,5,"Clean geometric abstraction preserving pose and composition; strong minimalism via flat planes, reduced palette, and sharp edges; no artifacts."
Rococo__thomas-gainsborough_a-peasant-girl-with-dog-and-jug-1785__to__Ukiyo_e,Rococo,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Faint, washed-out appearance; minimal Ukiyo-e stylistic markers; structure partially preserved but overly blurred.",1,2,1,Extremely degraded output; heavy smudging and loss of detail; no discernible Ukiyo-e style or structure.,5,5,5,"Strong Ukiyo-e aesthetic with bold outlines, flat color planes, and decorative elements; source structure fully preserved; clean, artifact-free rendering."
Impressionism__eugene-boudin_the-port-ships-at-dock__to__Ukiyo_e,Impressionism,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,4,3,Faint Ukiyo-e influence but overly washed out; structure preserved but lacks stylistic definition and clarity.,1,3,2,Heavy blur and smudging obscure both style and structure; minimal Ukiyo-e characteristics visible.,5,5,5,"Strong Ukiyo-e aesthetic with bold outlines, flat color planes, and stylized clouds; source structure fully preserved with no artifacts."
Impressionism__childe-hassam_evening-champs-elysees-aka-pres-du-louvre__to__Minimalism,Impressionism,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Fails to capture minimalism; appears as a blurred, low-fidelity wash with no clear stylistic intent or structural clarity.",1,2,1,Extremely degraded output; nearly monochromatic fog-like artifact with no discernible style or structure. Fails completely.,5,5,5,"Perfectly captures minimalism through flat color blocks, clean lines, and simplified forms while preserving all key structural elements of the source scene."
Ukiyo_e__hiroshige_hakone-kosuizu__to__Early_Renaissance,Ukiyo_e,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,3,4,3,"Moderate Early Renaissance influence with some texture and color shifts, but structure is mostly preserved. Some artifacts in sky and mountain areas.",2,3,2,Weak style transfer; overly blurred and washed-out appearance. Structure is distorted and lacks clarity. Significant artifacts throughout.,5,5,5,Excellent Early Renaissance style integration with clear structural fidelity and minimal artifacts. Best overall performance.
Minimalism__william-scott_bowl-white-on-grey-1962__to__Rococo,Minimalism,Rococo,Seedream_repaired750,Seedream_repaired750,LBM-Knee_e13,LBM-Knee_e13,5,2,5,5,Preserves source structure perfectly but fails to apply Rococo style; output is nearly identical to source with minimal stylistic influence.,3,3,2,Shows some Rococo-like color and texture blending but lacks clear stylistic markers; structure is blurred and artifacts are prominent.,5,4,4,Strongly applies Rococo ornamental style with gilded scrollwork and pastel tones; structure is recognizable but slightly distorted by heavy stylization; minor artifacts at edges.
Rococo__dmitry-levitzky_portrait-of-unknown-woman-with-a-rose-1788__to__Ukiyo_e,Rococo,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Very low style transfer; image appears washed out and hazy with minimal Ukiyo-e characteristics. Structure is somewhat preserved but obscured by blur.,2,2,1,"Extremely blurry and artifact-heavy. Style is nearly absent, and structure is severely degraded. Poor overall performance.",5,5,5,"Excellent Ukiyo-e style transfer with clear line work, flat color areas, and stylized hair/face. Structure is well-preserved with no visible artifacts. Best in all categories."
Rococo__antoine-pesne_carl-heinrich-graun__to__Early_Renaissance,Rococo,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Very low contrast and washed-out appearance; fails to capture Early Renaissance color or texture. Structure is preserved but obscured by haze-like artifacts.,2,3,2,Slightly more color than C but still heavily blurred and smudged. Lacks Renaissance detail and clarity. Artifacts dominate the image.,5,5,5,"Excellent preservation of source structure with rich, period-appropriate colors and textures. Clean output with no visible artifacts. Best matches Early Renaissance style."
Minimalism__joan-hernandez-pijuan_untitled-120-1999__to__Impressionism,Minimalism,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,4,3,Preserves line structure well but lacks impressionistic texture/color; faint reddish smudges suggest partial style bleed.,3,2,2,Shows some impressionistic blur and tonal variation but severely degrades source structure; heavy artifacts and loss of line definition.,5,5,5,Excellent preservation of source lines with subtle impressionistic aging/texture; clean output with no visible artifacts or structural distortion.
