case_id,src_style,tgt_style,best_overall,best_style_specificity,best_structure,best_artifact_control,confidence_1_to_5,LBM-PS-v2_e13_style_specificity,LBM-PS-v2_e13_structure_preservation,LBM-PS-v2_e13_artifact_control,LBM-PS-v2_e13_note,Seedream_repaired750_style_specificity,Seedream_repaired750_structure_preservation,Seedream_repaired750_artifact_control,Seedream_repaired750_note,SaMST_e15_style_specificity,SaMST_e15_structure_preservation,SaMST_e15_artifact_control,SaMST_e15_note,SaMAM_2250_style_specificity,SaMAM_2250_structure_preservation,SaMAM_2250_artifact_control,SaMAM_2250_note
Minimalism__ronald-davis_zig-zag-times-two-1966__to__Rococo,Minimalism,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Very blurry and indistinct; minimal Rococo detail or texture; structure partially preserved but heavily degraded.,5,5,5,Strong Rococo ornamental framing with floral motifs and soft pastel tones; clean edges and faithful zigzag structure; no visible artifacts.,3,4,4,Textured brown surface suggests aged material but lacks clear Rococo ornamentation; structure well preserved; minor edge artifacts.,1,5,5,Perfect structural fidelity and clean rendering but completely devoid of Rococo style — appears as a neutral gray shape with no stylistic transfer.
Minimalism__ronald-davis_zig-zag-times-two-1966__to__Ukiyo_e,Minimalism,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,1,2,1,Extremely blurry and indistinct; no discernible Ukiyo-e style or structure.,5,5,5,"Clean, sharp zigzag shape with subtle gradient and soft shading reminiscent of Ukiyo-e color palettes; minimal artifacts.",2,3,2,"Textured, noisy appearance with brownish tones; structure is visible but degraded by heavy texture artifacts.",3,4,4,Smooth gradient with clean edges; lacks explicit Ukiyo-e stylistic markers but preserves structure well with few artifacts.
Minimalism__ruth-vollmer_trimer-monomer-dimer-1965__to__Early_Renaissance,Minimalism,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,3,2,Overly abstracted; loses object identity and Renaissance texture cues.,5,5,5,Strong Early Renaissance painterly finish with clear form retention and minimal artifacts.,4,4,3,Good style but introduces slight edge halos and texture smearing.,3,4,3,High contrast and glow reduce stylistic fidelity; some edge artifacts present.
Minimalism__ruth-vollmer_trimer-monomer-dimer-1965__to__Impressionism,Minimalism,Impressionism,Seedream_repaired750,SaMST_e15,Seedream_repaired750,Seedream_repaired750,4,2,3,2,Very blurry and washed out; lacks impressionist brushwork and color vibrancy.,4,5,5,Strong impressionist texture with visible brush strokes; preserves object shape and lighting well; minimal artifacts.,5,3,3,"Highly stylized with vivid, painterly colors and strong impressionist feel; some structural distortion and color bleeding artifacts.",3,4,4,Moderate impressionist effect; retains structure but lacks expressive brushwork; slight oversharpening.
Minimalism__ruth-vollmer_trimer-monomer-dimer-1965__to__Minimalism,Minimalism,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,3,2,Overly blurred and washed out; loses object definition and minimalism intent.,5,5,5,"Clean, geometric, monochromatic palette with sharp edges — ideal minimalism; preserves source structure perfectly.",3,4,3,Grid overlay adds texture but detracts from pure minimalism; structure mostly preserved.,4,5,4,"Strong structural fidelity and muted tones suit minimalism, but slight metallic sheen reduces abstraction."
Minimalism__ruth-vollmer_trimer-monomer-dimer-1965__to__Rococo,Minimalism,Rococo,SaMAM_2250,SaMAM_2250,SaMAM_2250,SaMAM_2250,4,2,3,2,"Blurred, low-contrast Rococo attempt; structure preserved but style vague and artifacts from over-smoothing.",3,4,3,Good structural match with decorative Rococo background; style applied via context rather than object texture; minor blending artifacts.,4,4,3,Strong Rococo gilding and ornate texture on objects; slight edge halos and inconsistent lighting suggest minor artifacts.,5,5,4,Excellent Rococo style transfer with rich metallic sheen and ornamental detail; structure perfectly preserved; only minor shadow inconsistencies.
Minimalism__ruth-vollmer_trimer-monomer-dimer-1965__to__Ukiyo_e,Minimalism,Ukiyo_e,SaMAM_2250,SaMAM_2250,Seedream_repaired750,Seedream_repaired750,4,2,2,1,Extremely blurry and washed out; loses both style and structure.,3,5,5,"Cleanest output; preserves structure perfectly with mild, consistent Ukiyo_e tinting.",4,4,3,Strong woodblock texture and color; slight edge halos and minor structural warping.,5,4,4,Most authentic Ukiyo_e look with bold outlines and flat color; minor glow artifacts on edges.
Minimalism__sean-scully_untitled-1973__to__Early_Renaissance,Minimalism,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,3,2,"Very blurry and washed out; minimal stylistic transfer, poor structure retention, heavy artifacts.",5,5,5,Excellent Early Renaissance texture and color palette applied cleanly; structure preserved perfectly; no visible artifacts.,4,3,3,Strong stylistic influence with some painterly texture; structure partially distorted; minor smearing artifacts.,3,4,4,Moderate stylistic shift with geometric pattern overlay; structure mostly intact; slight color bleeding artifacts.
Minimalism__sean-scully_untitled-1973__to__Impressionism,Minimalism,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,3,2,"Overly blurred, loses both style and structure; resembles noise rather than impressionism.",5,5,5,Strong impressionistic brushwork with clear color blending; preserves source geometry and avoids artifacts.,4,3,3,Good color palette and texture but slight warping and color bleeding distort structure slightly.,3,4,4,Moderate impressionist feel with some color shift; structure mostly intact but lacks expressive brushwork.
Minimalism__sean-scully_untitled-1973__to__Minimalism,Minimalism,Minimalism,Seedream_repaired750,Seedream_repaired750,LBM-PS-v2_e13,LBM-PS-v2_e13,4,2,5,5,Preserves source structure well but lacks minimalism; appears blurred and indistinct.,5,3,4,Strongly embodies minimalism with clean geometric shapes and flat colors; some structural deviation from source.,3,4,3,Retains some grid structure but introduces noise and texture inconsistent with minimalism.,2,4,3,"Maintains diagonal structure but adds complex shading and gradients, reducing minimalism."
Minimalism__sean-scully_untitled-1973__to__Rococo,Minimalism,Rococo,Seedream_repaired750,Seedream_repaired750,LBM-PS-v2_e13,LBM-PS-v2_e13,4,2,5,5,Preserves source geometry perfectly but lacks Rococo ornamentation; appears as a blurred texture transfer.,5,3,4,"Strong Rococo aesthetic with ornate flourishes and color palette, though structure is abstracted into decorative motifs.",3,4,2,Retains grid structure but introduces heavy noise and low-fidelity Rococo-like textures; artifacts degrade clarity.,2,4,3,Maintains diagonal structure with muted colors; style is vague and lacks distinct Rococo characteristics.
Minimalism__sean-scully_untitled-1973__to__Ukiyo_e,Minimalism,Ukiyo_e,SaMAM_2250,SaMAM_2250,Seedream_repaired750,Seedream_repaired750,4,2,2,1,Extremely blurry and washed out; loses both style and structure.,3,5,5,"Cleanest output with perfect structure preservation and minimal artifacts, though style is only moderately applied.",4,3,3,"Strong Ukiyo-e texture and color, but structure is distorted and noisy.",5,4,4,Best balance: strong Ukiyo-e aesthetic with good structure retention and low artifacts.
Minimalism__tony-smith_die-1968__to__Early_Renaissance,Minimalism,Early_Renaissance,SaMAM_2250,SaMST_e15,Seedream_repaired750,SaMAM_2250,4,2,3,2,Blurred and indistinct; minimal Renaissance texture or color fidelity.,3,5,4,Preserves cube geometry well; warm tones suggest early Renaissance palette but lacks textural detail.,5,3,3,Strong painterly texture and color variation reminiscent of Early Renaissance panels; slight structural distortion.,4,5,5,"Clean, faithful structure with subtle warm glazing and soft edges evoking Renaissance oil techniques; minimal artifacts."
Minimalism__tony-smith_die-1968__to__Impressionism,Minimalism,Impressionism,Seedream_repaired750,SaMST_e15,Seedream_repaired750,Seedream_repaired750,4,2,2,1,Overly blurred; loses both style and structure.,4,5,5,"Clean, faithful cube with subtle Impressionist texture.",5,3,3,Strong Impressionist palette but noisy and slightly distorted geometry.,3,4,4,Good structure with mild stylistic wash; less vivid than E.
Minimalism__tony-smith_die-1968__to__Minimalism,Minimalism,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,1,2,1,Extremely blurred and washed out; loses all structural definition and stylistic intent.,5,5,5,"Clean, sharp cube with minimal texture and clean edges — perfectly embodies minimalism while preserving source structure.",2,3,2,Overly textured surface with grid-like noise; distorts form and introduces visual clutter contrary to minimalism.,4,4,4,Good preservation of shape and color; slightly less refined than D but still clean and minimalist.
Minimalism__tony-smith_die-1968__to__Rococo,Minimalism,Rococo,Seedream_repaired750,Seedream_repaired750,SaMAM_2250,SaMAM_2250,4,2,2,1,Extremely blurry and indistinct; no clear Rococo elements or structure retained.,5,4,3,Strong Rococo ornamental pattern applied; cube structure mostly preserved with minor warping.,4,3,2,Textured dark style suggests Rococo richness but lacks clarity; structure distorted with visible artifacts.,1,5,5,"Nearly identical to source; no Rococo style applied, but perfect structural and artifact control."
Minimalism__tony-smith_die-1968__to__Ukiyo_e,Minimalism,Ukiyo_e,Seedream_repaired750,SaMAM_2250,Seedream_repaired750,Seedream_repaired750,4,2,3,2,Extremely blurred; loses both style and structure.,4,5,5,Clean cube with subtle warm gradient; best balance of structure and restrained style.,5,3,3,Strong Ukiyo-e texture but noisy background and edge artifacts degrade structure.,5,4,4,Clear Ukiyo-e color wash and edge glow; minor halo artifacts but strong style.
Minimalism__william-scott_bowl-white-on-grey-1962__to__Early_Renaissance,Minimalism,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,3,2,"Blurred, low-detail rendering; weak Renaissance texture and color fidelity; structure partially preserved but noisy.",5,5,5,"Clean, stylized shield with subtle chiaroscuro and muted earth tones evoking Early Renaissance panel painting; structure perfectly preserved; no artifacts.",3,4,3,Metallic sheen and abstract background suggest stylization but lack authentic Renaissance palette/texture; structure intact but surface has painterly noise.,3,4,4,Soft washes and muted tones hint at Renaissance fresco style; structure well preserved; minor smudging and edge softness reduce artifact control.
Minimalism__william-scott_bowl-white-on-grey-1962__to__Impressionism,Minimalism,Impressionism,SaMST_e15,SaMST_e15,Seedream_repaired750,SaMAM_2250,4,2,1,1,Extremely blurry; no discernible structure or style detail.,3,5,4,Preserves shield shape well; mild impressionistic texture without over-stylizing.,5,4,3,Strong Impressionist brushwork and color palette; slight distortion in shield edges.,4,5,5,Clean structure and minimal artifacts; subtle but clear Impressionist treatment.
Minimalism__william-scott_bowl-white-on-grey-1962__to__Minimalism,Minimalism,Minimalism,SaMAM_2250,SaMAM_2250,Seedream_repaired750,SaMAM_2250,4,2,3,3,"Very faint, washed-out style; minimal structure loss but poor style transfer.",3,5,4,"Clean structure retention, subtle style application, minor artifacts.",4,3,2,Strong texture/style but introduces grid artifacts and distorts shape.,5,4,5,"Best balance: clear minimalism, preserved shape, no visible artifacts."
Minimalism__william-scott_bowl-white-on-grey-1962__to__Rococo,Minimalism,Rococo,Seedream_repaired750,Seedream_repaired750,SaMAM_2250,SaMAM_2250,4,2,3,2,"Very blurry and indistinct; minimal Rococo detail, heavy artifacts, structure barely preserved.",5,4,3,"Strong Rococo ornamentation (scrolls, stucco, gilding); structure of shield shape retained; slight texture noise but overall clean.",3,4,3,"Some Rococo-like patina and framing, but muted colors and low contrast reduce style specificity; structure well kept; minor smudging.",2,5,5,"Excellent structure preservation and clean edges; very weak Rococo styling (flat, pale, no ornament); minimal artifacts."
Minimalism__william-scott_bowl-white-on-grey-1962__to__Ukiyo_e,Minimalism,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,LBM-PS-v2_e13,SaMAM_2250,4,2,5,3,Preserves shield shape well but lacks Ukiyo-e texture and line work; overly blurred.,5,4,4,Strong Ukiyo-e aesthetic with ink wash gradients and traditional color palette; minor smudging at edges.,4,3,3,"Good stylization with textured background, but shield outline is distorted and inconsistent.",3,4,5,Cleanest output with minimal artifacts; structure preserved but style is too muted and lacks Ukiyo-e detail.
Minimalism__yves-gaucher_traces-2000__to__Early_Renaissance,Minimalism,Early_Renaissance,SaMST_e15,SaMST_e15,Seedream_repaired750,Seedream_repaired750,4,2,2,2,Very blurry and indistinct; fails to convey Early Renaissance style or preserve any structure.,3,5,5,Preserves source structure perfectly with minimal artifacts; style is subtly suggested via color and texture but lacks explicit Renaissance motifs.,5,3,3,"Strongly evokes Early Renaissance through painterly texture, warm tones, and compositional hints; some structural distortion and minor artifacts present.",3,4,4,Moderate style suggestion via cool washes and soft edges; structure mostly preserved with slight blurring and minor noise artifacts.
Minimalism__yves-gaucher_traces-2000__to__Impressionism,Minimalism,Impressionism,SaMST_e15,SaMST_e15,Seedream_repaired750,Seedream_repaired750,4,2,1,1,Extremely blurred; no discernible brushwork or color variation; structure lost.,3,5,5,Cleanest output with minimal artifacts; preserves source structure well but lacks strong Impressionist texture.,5,3,3,Strongest Impressionist style with visible brushstroke-like textures and color blending; some structural distortion and minor artifacts.,4,4,4,Good stylistic rendering with soft gradients and light effects; slight banding artifacts but generally clean.
