case_id,src_style,tgt_style,best_overall,best_style_specificity,best_structure,best_artifact_control,confidence_1_to_5,LBM-Knee_e13_style_specificity,LBM-Knee_e13_structure_preservation,LBM-Knee_e13_artifact_control,LBM-Knee_e13_note,Seedream_repaired750_style_specificity,Seedream_repaired750_structure_preservation,Seedream_repaired750_artifact_control,Seedream_repaired750_note,EdgeGated_e03_style_specificity,EdgeGated_e03_structure_preservation,EdgeGated_e03_artifact_control,EdgeGated_e03_note
Rococo__dmitry-levitzky_maria-feodorovna__to__Minimalism,Rococo,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Overly blurred and washed out; minimalism not achieved, structure lost in haze.",5,5,5,"Clean geometric shapes, bold flat colors, sharp edges — perfect minimalism with full structural fidelity.",2,3,2,"Similar to LBM — soft blur obscures form, lacks minimal clarity, artifacts from diffusion bleed."
Minimalism__pino-pinelli_pittura-r-1993__to__Ukiyo_e,Minimalism,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,4,3,"Faint, washed-out red tones lack Ukiyo-e vibrancy; structure preserved but style is weak and indistinct.",5,5,5,"Strong Ukiyo-e color palette (warm reds, cream background), clean edges, no artifacts, excellent structural fidelity.",3,4,4,"Moderate style transfer with slightly muted colors; structure intact, minor softness but no major artifacts."
Minimalism__frank-stella_gezira-from-black-series-ii-1967__to__Rococo,Minimalism,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,1,2,2,Fails to apply Rococo style; retains source texture with no stylistic transfer. Structure partially preserved but visually distorted.,5,5,5,Excellent Rococo floral ornamentation applied to left panel while preserving original structure. Clean right panel with subtle decorative border. No artifacts.,1,2,2,No style transfer applied; identical to LBM output. Retains source pattern without Rococo elements. Minor structural distortion.
Rococo__antoine-watteau_the-delicate-musician__to__Early_Renaissance,Rococo,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Very blurry, loses fine detail and structure; style is vague and not clearly Early Renaissance; heavy artifacts and loss of subject definition.",5,5,5,"Excellent preservation of source structure (pose, instrument, drapery); strong Early Renaissance stylistic cues (chiaroscuro, classical architecture, muted palette); minimal artifacts; clean and coherent output.",3,3,3,Moderate style transfer with some Renaissance-like softness and color; structure is partially preserved but less sharp than Seedream; mild blurring and slight artifacting in background and folds.
Ukiyo_e__utagawa-kuniyoshi_kuzunoha__to__Minimalism,Ukiyo_e,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Fails to apply minimalism; retains source details with heavy blur and color bleeding.,5,5,5,"Perfectly captures the flat, geometric aesthetic of the reference while maintaining the source composition.",3,4,3,"Attempts the style but results in a washed-out, low-contrast image that lacks the crispness of the target."
Minimalism__pino-pinelli_pittura-r-1993__to__Impressionism,Minimalism,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,4,3,"Faint, washed-out impressionistic texture; structure preserved but style is weak and lacks color richness.",5,5,5,Strong impressionist brushwork with vibrant reds and soft background blending; excellent structure and minimal artifacts.,3,4,4,Moderate impressionist effect with visible edge artifacts; structure mostly intact but style less convincing than Seedream.
Rococo__giovanni-domenico-tiepolo_christ-s-fall-on-the-way-to-calvary-1772__to__Ukiyo_e,Rococo,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Very faint Ukiyo-e influence; colors washed out, lacks bold outlines or flat color blocks. Structure preserved but overly blurred.",5,5,5,"Excellent Ukiyo-e styling: strong black outlines, flat color regions, stylized faces and drapery. Faithful to source composition with no visible artifacts.",3,4,3,"Moderate Ukiyo-e feel with some outline hints and muted tones, but lacks consistency in line weight and color blocking. Slight smudging in background."
Rococo__dmitry-levitzky_portrait-of-maria-palovna-narychkina-1773__to__Minimalism,Rococo,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Overly blurred and washed out; minimalism not clearly expressed, structure lost in haze.",5,5,5,Clean vector-like simplification with bold shapes and flat colors; strong minimalism while preserving key structural elements.,2,3,2,"Similar to LBM — foggy, low contrast, minimalism absent; structure barely discernible."
Minimalism__yves-gaucher_traces-2000__to__Early_Renaissance,Minimalism,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,1,1,1,Completely failed to transfer style or preserve structure; output is blank with only a faint line.,5,5,5,Perfectly transferred Early Renaissance style while preserving the source’s horizontal line structure with no artifacts.,2,3,4,Slightly applied style with muted tones; preserved structure well but lacked vivid Renaissance characteristics.
Impressionism__eugene-boudin_the-port-ships-at-dock__to__Early_Renaissance,Impressionism,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,3,2,Weak Renaissance style; heavy smudging and color bleeding distort structure and introduce artifacts.,5,5,5,Excellent Early Renaissance style transfer with clean structure and minimal artifacts; best overall.,3,4,3,Moderate style fidelity; some edge artifacts and slight color distortion but better than LBM.
Impressionism__winston-churchill_distant-view-of-the-pyramids-1921-1(1)__to__Impressionism,Impressionism,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Overly washed out; lacks impressionist texture and color richness. Structure is preserved but style is weak.,5,5,5,"Excellent impressionist brushwork, vibrant colors, and faithful structure. Minimal artifacts.",3,4,3,Moderate style transfer with some texture but lacks vibrancy. Structure is well preserved. Some blotchy artifacts.
Early_Renaissance__andrea-mantegna_scenes-from-the-life-of-st-james-1448-2__to__Impressionism,Early_Renaissance,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,4,3,Very faint color wash; structure preserved but style is nearly absent. Appears more like a desaturated sketch than Impressionist.,5,5,5,"Excellent Impressionist rendering with visible brushwork, vibrant palette, and full structural fidelity. No artifacts or distortions.",2,4,3,"Similar to LBM — minimal color, heavy edge emphasis, lacks true Impressionist texture or chroma. Structure intact but style underdeveloped."
Impressionism__camille-pissarro_the-gardener-afternoon-sun-eragny-1899__to__Impressionism,Impressionism,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,3,3,2,Moderate impressionistic texture but overly diffuse and hazy; structure is blurred and lacks definition; noticeable smearing and loss of detail.,5,5,5,"Excellent impressionist brushwork with vibrant color blending; source structure (figure, hat, bucket, landscape) well preserved; minimal artifacts, clean edges, natural texture.",4,4,3,Good impressionist style with visible brush strokes; structure mostly preserved but slightly softened; minor haloing around figure and some color bleeding.
Ukiyo_e__tsukioka-yoshitoshi_not_detected_242419__to__Impressionism,Ukiyo_e,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,3,3,Minimal style transfer; mostly preserves source with slight texture overlay. Structure intact but lacks Impressionist brushwork or color palette.,5,5,5,"Strong Impressionist rendering with visible brushstrokes, soft edges, and muted tones while preserving original composition and details. Clean output with no artifacts.",3,4,4,"Moderate style application — some Impressionist flair in color and texture, but less cohesive than Seedream. Structure well preserved, minor smoothing artifacts."
Rococo__jean-marc-nattier_portrait-of-louis-tocqu-1762__to__Impressionism,Rococo,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Very low style transfer; image appears faded and washed out with minimal impressionistic brushwork or color variation. Structure is preserved but lacks artistic enhancement.,5,5,5,"Excellent impressionistic style with visible brushstrokes, vibrant colors, and atmospheric lighting. Structure is well-preserved with no artifacts. Best overall result.",3,4,3,Moderate style transfer with some softness and muted tones. Structure is mostly intact but edges are slightly blurred. Less vivid than Seedream but better than LBM.
Rococo__bernardo-bellotto_pirna-seen-from-the-right-bank-of-the-elbe__to__Impressionism,Rococo,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,3,4,3,Moderate impressionistic brushwork but overly washed out; structure preserved but lacks texture depth; some color bleeding and loss of detail.,5,5,5,"Excellent Impressionist style with visible brushstrokes, vibrant yet harmonious colors, and faithful structural fidelity; minimal artifacts.",4,4,4,Good stylistic rendering with soft edges and color blending; structure mostly intact; slight over-smoothing reduces textural richness.
Minimalism__joan-hernandez-pijuan_untitled-120-1999__to__Minimalism,Minimalism,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,3,2,"Faint, washed-out lines; poor style fidelity and low contrast; structure partially preserved but visually weak.",5,5,5,"Strong minimalism: clean red lines on off-white background, precise arch structure, no artifacts or noise.",3,4,3,Good structure and moderate style match; slight color bleeding and faintness reduce overall quality vs D.
Minimalism__fernando-lanhas_o39-68-1968__to__Impressionism,Minimalism,Impressionism,EdgeGated_e03,Seedream_repaired750,EdgeGated_e03,EdgeGated_e03,4,2,4,4,Minimal style transfer; mostly preserves source geometry with slight color shift. No clear impressionist brushwork or texture.,5,2,3,"Strong impressionist rendering with visible brushstroke-like textures and color blending, but distorts original geometric structure significantly.",4,5,5,Best balance: retains source structure faithfully while applying subtle impressionist tonal variation and soft edges without artifacts.
Minimalism__robert-mangold_ellow-black-zone-painting-iv-1996__to__Early_Renaissance,Minimalism,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,EdgeGated_e03,4,2,3,3,Minimal stylistic adaptation; retains source geometry but lacks Renaissance texture or framing. Structure preserved but flat. Minor artifacts in edge blending.,5,5,4,Strong Early Renaissance architectural framing with aged parchment texture and subtle brushwork. Preserves source layout while embedding style contextually. Slight over-smoothing in arch.,3,4,5,Clean edges and minimal artifacts; structure well preserved. Style applied superficially — lacks depth or historical texture. Good technical execution but weak stylistic fidelity.
Impressionism__eugene-boudin_laundresses-on-the-banks-of-the-touques-9__to__Minimalism,Impressionism,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Overly blurred and washed out; minimalism not achieved, structure lost in haze.",5,5,5,"Clean geometric simplification, strong compositional fidelity, no artifacts — ideal minimalism.",2,3,2,Similar to LBM — too soft and indistinct; lacks crispness required for minimalism.
Early_Renaissance__antonello-da-messina_painter-self-portrait__to__Early_Renaissance,Early_Renaissance,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,4,3,Preserves source structure well but fails to apply Early Renaissance style; output remains grayscale line art with no color or painterly texture.,5,5,5,"Excellent transfer of Early Renaissance style: rich colors, chiaroscuro, and period-appropriate rendering. Structure is faithfully preserved with minimal artifacts.",2,4,3,Similar to LBM-Knee_e13 — retains structural fidelity but lacks stylistic transformation; appears as a faded sketch without Renaissance painting qualities.
Minimalism__ruth-vollmer_trimer-monomer-dimer-1965__to__Minimalism,Minimalism,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,4,3,Fails to capture minimalism; appears overly textured and noisy. Structure is preserved but style is lost.,5,5,5,"Excellent minimalism achieved with clean geometry, muted tones, and no artifacts. Perfect structure retention.",3,4,4,Moderate minimalism with some texture loss and slight blurring. Structure mostly preserved but lacks crispness.
