case_id,src_style,tgt_style,best_overall,best_style_specificity,best_structure,best_artifact_control,confidence_1_to_5,LBM-Knee_e13_style_specificity,LBM-Knee_e13_structure_preservation,LBM-Knee_e13_artifact_control,LBM-Knee_e13_note,Seedream_repaired750_style_specificity,Seedream_repaired750_structure_preservation,Seedream_repaired750_artifact_control,Seedream_repaired750_note,Hold4TwoStage_e02_style_specificity,Hold4TwoStage_e02_structure_preservation,Hold4TwoStage_e02_artifact_control,Hold4TwoStage_e02_note
Rococo__carl-ludwig-johann-christineck_nikolai-mordvinov-1771__to__Early_Renaissance,Rococo,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Faint, washed-out style transfer; structure preserved but heavily obscured by haze; lacks Renaissance texture and depth.",5,5,5,"Excellent preservation of source structure with strong Early Renaissance painterly style — visible brushwork, chiaroscuro, and aged canvas texture without artifacts.",3,2,1,Severe structural distortion and smearing; style is partially present but overwhelmed by noise and loss of detail; poor artifact control.
Early_Renaissance__benozzo-gozzoli_the-school-of-tagaste-1465-1__to__Early_Renaissance,Early_Renaissance,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,3,4,3,Moderate Early Renaissance style with muted colors and some architectural detail; structure mostly preserved but lacks depth and texture fidelity; noticeable blurring and loss of fine detail.,5,5,5,"Excellent capture of Early Renaissance style — rich color palette, clear perspective, and accurate architectural forms; structure fully preserved with minimal artifacts; high fidelity to target style reference.",2,3,2,"Poor style transfer — overly washed out, lacks Renaissance color depth and texture; structure partially preserved but distorted; heavy artifacts including smudging and color bleeding."
Impressionism__eugene-boudin_trouville-the-fish-market-1884__to__Early_Renaissance,Impressionism,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Overly washed-out and muddy; lacks Early Renaissance color richness and detail. Structure is somewhat preserved but obscured by heavy blur and noise.,5,5,5,Excellent match to Early Renaissance palette and texture while preserving source composition. Clean output with minimal artifacts.,3,4,3,"Moderate style transfer with some Renaissance-like tones, but suffers from patchy blending and visible seams. Structure is mostly intact but degraded by artifacts."
Early_Renaissance__pietro-perugino_giovanni-colombini__to__Ukiyo_e,Early_Renaissance,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Very washed-out, low contrast; Ukiyo-e ink lines and color blocking are nearly absent. Structure is somewhat preserved but blurred by excessive smoothing.",5,5,5,"Excellent Ukiyo-e style transfer: bold outlines, flat color regions, and stylized shading match the target reference. Source structure (pose, composition) is perfectly preserved with no artifacts.",2,2,1,"Overly diffuse and painterly; lacks Ukiyo-e’s characteristic line work and graphic quality. Structure is distorted and colors bleed excessively, indicating poor artifact control."
Ukiyo_e__katsushika-hokusai_fishing-in-the-bay-uraga__to__Early_Renaissance,Ukiyo_e,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Very faded, washed-out appearance; lacks Renaissance color depth and texture. Structure is somewhat preserved but overly degraded. Heavy artifacts and loss of detail.",5,5,5,"Excellent match to Early Renaissance palette and mood — rich earth tones, atmospheric perspective, and painterly texture. Structure fully preserved with no visible artifacts. Best overall result.",3,4,3,"Moderate style transfer with some Renaissance-like tonal shifts, but overly desaturated and grainy. Structure mostly intact but suffers from noise and uneven blending. Artifacts present in sky and water areas."
Minimalism__agnes-martin_happy-valley-1967__to__Minimalism,Minimalism,Minimalism,Hold4TwoStage_e02,Hold4TwoStage_e02,Hold4TwoStage_e02,Hold4TwoStage_e02,4,2,3,3,Faint purple tones suggest minimalism but lack clarity; structure is preserved but overly blurred; minor artifacts from low contrast.,3,4,4,Better color fidelity to target style; structure mostly intact; slight haze reduces sharpness but no major artifacts.,5,5,5,"Cleanest output: strong minimalism with soft gradients, perfect structure retention, and zero visible artifacts."
Rococo__dmitry-levitzky_portrait-of-unknown-woman-with-a-rose-1788__to__Minimalism,Rococo,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Overly blurred and washed out; minimalism not clearly expressed, structure partially preserved but details lost.",5,5,5,Clean geometric abstraction aligns well with minimalism; strong structure retention and no visible artifacts.,2,3,2,Similar to LBM — overly diffuse and lacks clear stylistic intent; structure is faintly preserved but obscured.
Early_Renaissance__filippo-lippi_adoration-of-the-magi-detail-2__to__Ukiyo_e,Early_Renaissance,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,3,"Faint, washed-out style; structure mostly preserved but lacks Ukiyo-e character; minimal artifacts but too subtle.",5,5,5,"Excellent Ukiyo-e style transfer with clear line work, color palette, and compositional fidelity; no visible artifacts.",2,2,2,Overly blurred and faded; structure significantly degraded; style is indistinct and lacks definition; noticeable smearing artifacts.
Minimalism__ronald-davis_zig-zag-times-two-1966__to__Rococo,Minimalism,Rococo,Seedream_repaired750,Seedream_repaired750,LBM-Knee_e13,LBM-Knee_e13,4,2,5,5,"Perfectly preserves the source geometry with no artifacts, but applies almost no Rococo style—appears as a flat purple shape with minimal texture or ornamentation.",5,3,3,"Strongly captures Rococo aesthetics with ornate borders, pastel gradients, and floral motifs. Structure is somewhat distorted due to heavy stylization, and minor blending artifacts appear at edges.",1,2,2,"Fails to convey Rococo style; appears as a blurred, overexposed version of the source with no discernible decorative elements. Structure is poorly preserved with significant smearing and loss of edge definition."
Early_Renaissance__andrea-mantegna_maria-with-the-sleeping-child-1455__to__Early_Renaissance,Early_Renaissance,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Overly diffuse, washed-out rendering; lacks Early Renaissance color depth and detail. Structure is preserved but blurred.",5,5,5,"Excellent match to Early Renaissance style: rich colors, clear facial features, proper drapery, and no visible artifacts. Faithful to source structure.",1,2,1,"Severely degraded output — almost entirely abstracted, with loss of subject identity and stylistic coherence. High artifact presence."
Ukiyo_e__utagawa-kunisada_not_detected_240381(1)__to__Impressionism,Ukiyo_e,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,3,Faint impressionistic washes applied but lack color and texture fidelity; structure partially preserved but overly blurred.,5,5,5,Excellent preservation of source structure with strong Impressionist color palette and brushwork; minimal artifacts.,1,2,2,Severe structural degradation and near-total loss of content; style transfer failed to produce coherent output.
Minimalism__tony-smith_die-1968__to__Impressionism,Minimalism,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,3,3,Very low style transfer; cube appears frosted glass with no impressionist brushwork or color palette. Structure preserved but overly smooth and unnatural.,5,5,5,"Excellent impressionist style applied with visible brushstrokes, warm earth tones, and soft lighting matching the reference. Cube structure perfectly preserved with realistic shadows and reflections.",2,3,2,Minimal style transfer; cube looks like frosted plastic with faint color bleed. Structure mostly intact but edges are blurred and artifacts from over-smoothing are visible.
Impressionism__william-merritt-chase_gray-day-on-the-lagoon-a-passenger-boat-venice__to__Impressionism,Impressionism,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,3,4,3,Moderate impressionistic brushwork but lacks color vibrancy and texture richness; structure is preserved but details are muted.,5,5,5,"Excellent impressionistic style with vibrant colors, visible brushstrokes, and well-preserved structure; minimal artifacts.",2,3,2,Weak impressionistic style with oversaturated and washed-out areas; structure is somewhat preserved but lacks clarity and detail.
Minimalism__ruth-vollmer_trimer-monomer-dimer-1965__to__Rococo,Minimalism,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Fails to apply Rococo style; output appears as a distorted, metallic version of the source with no stylistic elements from the target.",5,5,5,"Excellent transfer of Rococo style, perfectly preserving the source structure and maintaining high quality with no visible artifacts.",1,4,3,"Completely fails to apply the Rococo style, resulting in a distorted, glass-like appearance. While the structure is preserved, the lack of style transfer is a critical failure."
Minimalism__sean-scully_untitled-1973__to__Ukiyo_e,Minimalism,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,3,3,"Weak Ukiyo-e style; overly smooth and pastel, lacks texture/detail. Structure preserved but with soft blur artifacts.",5,5,5,Strong Ukiyo-e aesthetic with appropriate color palette and line quality. Excellent structure retention and minimal artifacts.,1,2,1,Poor style transfer; appears noisy and distorted. Structure heavily degraded with severe artifacts and loss of geometric coherence.
Rococo__jean-marc-nattier_portrait-of-louis-tocqu-1762__to__Early_Renaissance,Rococo,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Overly hazy and washed-out; loses texture and color fidelity of both source and target style. Structure is preserved but obscured by blur.,5,5,5,"Excellent preservation of source structure while successfully applying Early Renaissance painterly texture, warm tones, and soft lighting. No visible artifacts.",2,2,1,Severe ghosting and smearing artifacts; structure is distorted and style is barely recognizable. Fails on all criteria.
Minimalism__joan-hernandez-pijuan_nuvol-rosa-2-1990__to__Minimalism,Minimalism,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Faint, washed-out rendering; minimalism not clearly expressed. Structure preserved but overly blurred. High noise/artifact presence.",5,5,5,"Clean, bold oval on solid pink background — strong minimalism. Perfect structure retention. No visible artifacts.",3,4,3,"Oval structure preserved well, but color is too pale and lacks contrast for minimalism. Slight texture artifacts present."
Minimalism__judy-chicago_morning-fan-1971__to__Minimalism,Minimalism,Minimalism,Hold4TwoStage_e02,Hold4TwoStage_e02,Hold4TwoStage_e02,Hold4TwoStage_e02,4,2,3,2,Overly blurred and washed-out; loses structural clarity and minimalism intent.,3,4,3,"Good color fidelity and structure, but slight gradient artifacts at edges reduce minimalism purity.",5,5,5,"Clean, crisp vertical bands with smooth gradients; perfectly captures minimalism while preserving source structure."
Early_Renaissance__andrea-mantegna_scenes-from-the-life-of-st-james-1448-2__to__Early_Renaissance,Early_Renaissance,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,4,3,Very low color saturation and muted tones; structure preserved but lacks Renaissance vibrancy and detail richness.,5,5,5,"Excellent match to Early Renaissance palette, lighting, and texture; structure fully preserved with no visible artifacts.",2,4,3,"Similar to LBM — desaturated, washed-out appearance; structure intact but stylistically weak and lacks period-specific richness."
Impressionism__childe-hassam_evening-champs-elysees-aka-pres-du-louvre__to__Rococo,Impressionism,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Very low style specificity; structure is somewhat preserved but heavily degraded by noise and blur; significant artifacts throughout.,5,5,5,Excellent Rococo style transfer with ornate framing and soft pastel tones; structure perfectly preserved; minimal to no artifacts.,2,3,2,Low style specificity; structure partially preserved but obscured by heavy texture and smudging; noticeable artifacts and loss of detail.
